,CNT,TIME,TIME_TICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,USER,IMGID,FPOGXp,FPOGYp
19,69894,1150.54053,972254103860,0.37266,0.4155,1150.16235,0.37817,2120,1,0.34521,0.58488,0,0.43339,0.32417,1,0.2944,0.50151,33.01464,1.0,1,0.7057,0.55234,33.90114,1.0,1,0,IMG22.PNG,196.00349090909089,324.0654545454545
20,69895,1150.55676,972254266729,0.37239,0.41727,1150.16235,0.39441,2120,1,0.3454,0.48273,1,0.38668,0.43707,1,0.29356,0.50156,32.92699,1.0,1,0.7049,0.5523,33.75394,1.0,1,0,IMG22.PNG,195.75214545454543,325.71316363636356
21,69896,1150.57324,972254431919,0.37215,0.41891,1150.16235,0.41089,2120,1,0.3454,0.48273,1,0.38668,0.43707,1,0.29332,0.50135,33.08801,1.0,1,0.7047,0.55219,33.71278,1.0,1,0,IMG22.PNG,195.52872727272725,327.23985454545453
140,70015,1152.5282,972273981327,0.20577,0.08535,1152.3147,0.2135,2125,1,0.18982,0.11704,1,0.26048,0.03446,1,0.27666,0.50608,31.87771,1.0,1,0.6895,0.55466,31.92718,1.0,1,0,IMG22.PNG,40.64407272727273,16.725818181818177
141,70016,1152.54468,972274145946,0.20706,0.08471,1152.3147,0.22998,2125,1,0.18982,0.11704,1,0.26048,0.03446,1,0.27675,0.50597,32.02786,1.0,1,0.68967,0.55486,32.08051,1.0,1,0,IMG22.PNG,41.844945454545446,16.130036363636357
142,70017,1152.56104,972274309809,0.20805,0.08195,1152.3147,0.24634,2125,1,0.1909,0.07859,1,0.25491,0.00264,1,0.27721,0.50623,31.88422,1.0,1,0.6901,0.5553,32.05764,1.0,1,0,IMG22.PNG,42.766545454545465,13.560727272727267
143,70018,1152.57764,972274475484,0.20884,0.08024,1152.3147,0.26294,2125,1,0.18291,0.0952,1,0.25995,0.01046,1,0.27738,0.50639,32.01399,1.0,1,0.69031,0.55538,32.08997,1.0,1,0,IMG22.PNG,43.501963636363634,11.968872727272732
144,70019,1152.59412,972274640113,0.20954,0.07871,1152.3147,0.27942,2125,1,0.18291,0.0952,1,0.25995,0.01046,1,0.27749,0.50651,31.89538,1.0,1,0.69041,0.55543,31.99794,1.0,1,0,IMG22.PNG,44.1536,10.54458181818182
145,70020,1152.61035,972274802582,0.20751,0.07859,1152.3147,0.29565,2125,1,0.17553,0.106,1,0.16655,0.04661,1,0.2776,0.50713,31.42447,1.0,1,0.69051,0.55552,31.99428,1.0,1,0,IMG22.PNG,42.26385454545454,10.43287272727272
146,70021,1152.62683,972274967526,0.20883,0.07868,1152.3147,0.31213,2125,1,0.18334,0.12032,1,0.28439,0.04051,1,0.2776,0.50714,31.41521,1.0,1,0.6905,0.55568,32.19059,1.0,1,0,IMG22.PNG,43.49265454545453,10.516654545454545
147,70022,1152.64319,972275131274,0.21002,0.07876,1152.3147,0.32849,2125,1,0.18334,0.12032,1,0.28439,0.04051,1,0.27747,0.50721,31.41105,1.0,1,0.69051,0.5557,32.3214,1.0,1,0,IMG22.PNG,44.60043636363637,10.591127272727269
148,70023,1152.65979,972275296910,0.20936,0.07872,1152.3147,0.34509,2125,1,0.17184,0.11206,1,0.21923,0.04343,1,0.27715,0.50725,31.23015,1.0,1,0.69006,0.55561,32.0572,1.0,1,0,IMG22.PNG,43.98603636363635,10.553890909090907
149,70024,1152.67615,972275460237,0.20763,0.07817,1152.3147,0.36145,2125,1,0.17911,0.13322,1,0.16,-0.00108,1,0.27699,0.50706,31.77388,1.0,1,0.68979,0.55542,32.16998,1.0,1,0,IMG22.PNG,42.375563636363644,10.041890909090911
150,70025,1152.69263,972275624741,0.20604,0.07766,1152.3147,0.37793,2125,1,0.17911,0.13322,1,0.16,-0.00108,1,0.27688,0.50705,31.87675,1.0,1,0.68972,0.55536,32.17993,1.0,1,0,IMG22.PNG,40.89541818181818,9.567127272727278
152,70027,1152.72559,972275954398,0.20695,0.07966,1152.3147,0.41089,2125,1,0.19419,0.21991,1,0.34177,0.09162,1,0.27624,0.50684,31.71269,1.0,1,0.68896,0.55498,32.32354,1.0,1,0,IMG22.PNG,41.74254545454545,11.428945454545449
153,70028,1152.74182,972276117316,0.20921,0.08247,1152.3147,0.42712,2125,1,0.19419,0.21991,1,0.34177,0.09162,1,0.27612,0.50653,31.92959,1.0,1,0.68889,0.55499,32.34638,1.0,1,0,IMG22.PNG,43.8464,14.0448
154,70029,1152.7583,972276281583,0.20974,0.08393,1152.3147,0.4436,2125,1,0.19521,0.18732,1,0.25246,0.05926,1,0.27571,0.50655,31.8987,1.0,1,0.68849,0.55478,32.21747,1.0,1,0,IMG22.PNG,44.33978181818183,15.403927272727275
155,70030,1152.77478,972276446873,0.21034,0.08739,1152.3147,0.46008,2125,1,0.19987,0.21617,1,0.25439,0.15239,1,0.27559,0.50654,32.08572,1.0,1,0.68841,0.55474,32.09309,1.0,1,0,IMG22.PNG,44.898327272727265,18.62487272727272
156,70031,1152.79114,972276610561,0.2109,0.09062,1152.3147,0.47644,2125,1,0.19987,0.21617,1,0.25439,0.15239,1,0.27553,0.50662,32.03273,1.0,1,0.68827,0.5547,32.35558,1.0,1,0,IMG22.PNG,45.419636363636364,21.631709090909094
157,70032,1152.8075,972276773908,0.20904,0.09361,1152.3147,0.4928,2125,1,0.19136,0.20924,1,0.11526,0.15706,1,0.27546,0.50679,31.86032,1.0,1,0.68825,0.55474,32.36683,1.0,1,0,IMG22.PNG,43.688145454545456,24.41512727272727
179,70054,1153.16895,972280389025,0.19932,0.07783,1152.8241,0.34485,2126,1,0.20268,0.14219,1,0.29075,0.06658,1,0.27556,0.50817,32.46563,1.0,1,0.68843,0.55608,32.95533,1.0,1,0,IMG22.PNG,34.639709090909086,9.725381818181814
180,70055,1153.18542,972280552803,0.20138,0.07898,1152.8241,0.36133,2126,1,0.20268,0.14219,1,0.29075,0.06658,1,0.27565,0.5082,32.64939,1.0,1,0.68852,0.55616,32.81153,1.0,1,0,IMG22.PNG,36.55738181818182,10.795927272727267
181,70056,1153.20178,972280717298,0.20424,0.07983,1152.8241,0.37769,2126,1,0.19655,0.11396,1,0.3435,0.08448,1,0.27581,0.50806,32.6473,1.0,1,0.68878,0.55632,32.69891,1.0,1,0,IMG22.PNG,39.21978181818182,11.587199999999998
182,70057,1153.21826,972280881496,0.20485,0.08063,1152.8241,0.39417,2126,1,0.18551,0.09807,1,0.25324,0.10199,1,0.27591,0.5078,32.6673,1.0,1,0.68879,0.5563,32.78865,1.0,1,0,IMG22.PNG,39.787636363636366,12.331927272727265
196,70071,1153.44836,972283182567,0.19643,0.08909,1153.23462,0.21375,2127,1,0.15515,0.07851,1,0.19115,0.08973,1,0.27601,0.50704,32.08176,1.0,1,0.68857,0.55512,32.24321,1.0,1,0,IMG22.PNG,31.94938181818181,20.207418181818184
197,70072,1153.46472,972283345913,0.19571,0.08835,1153.23462,0.2301,2127,1,0.18649,0.09103,1,0.18492,0.06487,1,0.27596,0.5067,32.45061,1.0,1,0.68856,0.55503,32.32195,1.0,1,0,IMG22.PNG,31.279127272727266,19.51854545454545
198,70073,1153.4812,972283511110,0.19509,0.0877,1153.23462,0.24658,2127,1,0.18649,0.09103,1,0.18492,0.06487,1,0.27594,0.50669,32.40464,1.0,1,0.68852,0.55487,32.08489,1.0,1,0,IMG22.PNG,30.701963636363647,18.913454545454545
199,70074,1153.49756,972283674798,0.19475,0.08999,1153.23462,0.26294,2127,1,0.17965,0.09636,1,0.1992,0.15674,1,0.27622,0.50653,32.27738,1.0,1,0.68854,0.55486,32.02439,1.0,1,0,IMG22.PNG,30.38545454545455,21.045236363636363
200,70075,1153.51404,972283838901,0.19427,0.08992,1153.23462,0.27942,2127,1,0.17422,0.08776,1,0.19806,0.08995,1,0.2763,0.50667,32.03125,1.0,1,0.68871,0.55497,32.17337,1.0,1,0,IMG22.PNG,29.93861818181818,20.980072727272727
201,70076,1153.5304,972284003395,0.19385,0.08987,1153.23462,0.29578,2127,1,0.17422,0.08776,1,0.19806,0.08995,1,0.27638,0.50681,32.22749,1.0,1,0.68877,0.555,32.15181,1.0,1,0,IMG22.PNG,29.547636363636357,20.933527272727275
202,70077,1153.54688,972284168128,0.19435,0.0863,1153.23462,0.31226,2127,1,0.14815,0.02476,1,0.25984,0.01235,1,0.27657,0.50704,32.22657,1.0,1,0.68898,0.55533,32.10043,1.0,1,0,IMG22.PNG,30.013090909090902,17.610181818181818
203,70078,1153.56323,972284331641,0.19301,0.08361,1153.23462,0.32861,2127,1,0.14008,0.03174,1,0.19217,0.02773,1,0.27673,0.50707,32.2676,1.0,1,0.68912,0.55535,31.96052,1.0,1,0,IMG22.PNG,28.76567272727271,15.106036363636365
204,70079,1153.57971,972284496636,0.19179,0.08116,1153.23462,0.34509,2127,1,0.14008,0.03174,1,0.19217,0.02773,1,0.27685,0.50709,32.15402,1.0,1,0.68923,0.55547,32.03872,1.0,1,0,IMG22.PNG,27.629963636363623,12.825309090909085
205,70080,1153.59619,972284661020,0.19095,0.07997,1153.23462,0.36157,2127,1,0.1832,0.058,1,0.16199,0.0497,1,0.27724,0.50716,32.02285,1.0,1,0.68964,0.55571,31.93921,1.0,1,0,IMG22.PNG,26.848000000000006,11.71752727272727
206,70081,1153.61267,972284825409,0.19089,0.079,1153.23462,0.37805,2127,1,0.17039,0.05242,1,0.20827,0.06078,1,0.27749,0.50725,32.17624,1.0,1,0.68992,0.55567,32.17512,1.0,1,0,IMG22.PNG,26.792145454545455,10.814545454545454
207,70082,1153.62903,972284989542,0.19082,0.0781,1153.23462,0.39441,2127,1,0.17039,0.05242,1,0.20827,0.06078,1,0.27764,0.50723,32.32566,1.0,1,0.69008,0.55586,32.2086,1.0,1,0,IMG22.PNG,26.726981818181805,9.976727272727274
249,70124,1154.31909,972291889331,0.23845,0.1128,1154.10559,0.2135,2129,1,0.19365,0.24165,1,0.75904,0.39499,1,0.28774,0.50752,30.18504,1.0,1,0.70017,0.55471,32.05957,1.0,1,0,IMG22.PNG,71.0661818181818,42.27927272727272
250,70125,1154.33557,972292054209,0.27378,0.13047,1154.10559,0.22998,2129,1,0.19365,0.24165,0,0.76833,0.37787,1,0.28847,0.50881,28.38591,1.0,1,0.70105,0.55617,30.6599,1.0,1,0,IMG22.PNG,103.95520000000002,58.72843636363636
281,70156,1154.84485,972297147084,0.42796,0.14776,1154.6311,0.21375,2131,1,0.08397,0.14102,1,0.76185,0.15351,1,0.29876,0.508,31.95912,1.0,1,0.71144,0.56081,32.00118,1.0,1,0,IMG22.PNG,247.48276363636361,74.82385454545454
282,70157,1154.86121,972297310436,0.42762,0.14772,1154.6311,0.2301,2131,1,0.08397,0.14102,1,0.76185,0.15351,1,0.29881,0.5079,31.97146,1.0,1,0.71155,0.56086,32.15689,1.0,1,0,IMG22.PNG,247.16625454545454,74.78661818181817
283,70158,1154.87756,972297475027,0.42671,0.14527,1154.6311,0.24646,2131,1,-0.00794,0.05982,1,0.83413,0.15701,1,0.29915,0.50781,31.80418,1.0,1,0.7118,0.561,31.86414,1.0,1,0,IMG22.PNG,246.31912727272723,72.50589090909091
284,70159,1154.89404,972297639324,0.42759,0.1451,1154.6311,0.26294,2131,1,0.00213,0.07428,1,0.88119,0.21056,1,0.2993,0.50796,31.71101,1.0,1,0.71197,0.56119,32.03866,1.0,1,0,IMG22.PNG,247.13832727272728,72.34763636363637
285,70160,1154.9104,972297803372,0.42838,0.14495,1154.6311,0.2793,2131,1,0.00213,0.07428,1,0.88119,0.21056,1,0.29939,0.5081,31.79919,1.0,1,0.71225,0.56128,31.90883,1.0,1,0,IMG22.PNG,247.87374545454543,72.20799999999998
286,70161,1154.92688,972297967496,0.42827,0.14609,1154.6311,0.29578,2131,1,0.04201,0.10178,1,0.81075,0.23132,1,0.29972,0.50822,31.64182,1.0,1,0.71243,0.56179,31.84537,1.0,1,0,IMG22.PNG,247.7713454545454,73.26923636363635
287,70162,1154.94336,972298133128,0.42281,0.14695,1154.6311,0.31226,2131,1,0.01499,0.0833,1,0.62307,0.24355,1,0.29995,0.50826,31.64073,1.0,1,0.71254,0.56187,31.8565,1.0,1,0,IMG22.PNG,242.6885818181818,74.06981818181818
288,70163,1154.95984,972298297350,0.41787,0.14774,1154.6311,0.32874,2131,1,0.01499,0.0833,1,0.62307,0.24355,1,0.30002,0.50832,31.75566,1.0,1,0.71277,0.562,31.78884,1.0,1,0,IMG22.PNG,238.0898909090909,74.80523636363637
289,70164,1154.9762,972298460928,0.4162,0.14774,1154.6311,0.34509,2131,1,0.0537,0.11217,1,0.7087,0.18349,1,0.30033,0.5084,31.71984,1.0,1,0.71307,0.56237,31.59203,1.0,1,0,IMG22.PNG,236.5352727272727,74.80523636363637
290,70165,1154.99268,972298625960,0.41514,0.14778,1154.6311,0.36157,2131,1,0.05162,0.1124,1,0.73183,0.18488,1,0.3004,0.50841,31.56236,1.0,1,0.71318,0.56241,31.82843,1.0,1,0,IMG22.PNG,235.54850909090908,74.84247272727272
291,70166,1155.00916,972298791077,0.41416,0.14782,1154.6311,0.37805,2131,1,0.05162,0.1124,1,0.73183,0.18488,1,0.30061,0.50831,31.58939,1.0,1,0.71326,0.56243,31.77849,1.0,1,0,IMG22.PNG,234.63621818181815,74.87970909090909
292,70167,1155.02563,972298954844,0.41598,0.15069,1154.6311,0.39453,2131,1,0.1509,0.19819,1,0.76862,0.24098,1,0.30074,0.50834,31.48332,1.0,1,0.71338,0.56261,31.74184,1.0,1,0,IMG22.PNG,236.33047272727273,77.55141818181816
293,70168,1155.04199,972299119038,0.41632,0.14993,1154.6311,0.41089,2131,1,0.06585,0.11648,1,0.78346,0.1453,1,0.3008,0.5084,31.53805,1.0,1,0.71349,0.56273,31.72669,1.0,1,0,IMG22.PNG,236.6469818181818,76.84392727272727
294,70169,1155.05847,972299283352,0.41663,0.14922,1154.6311,0.42737,2131,1,0.06585,0.11648,1,0.78346,0.1453,1,0.30081,0.50847,31.50566,1.0,1,0.71364,0.56279,31.64573,1.0,1,0,IMG22.PNG,236.9355636363636,76.1829818181818
295,70170,1155.07483,972299447563,0.41535,0.15096,1154.6311,0.44373,2131,1,0.06445,0.11952,1,0.69738,0.27631,1,0.30098,0.50841,31.50979,1.0,1,0.71385,0.56314,31.60934,1.0,1,0,IMG22.PNG,235.74399999999997,77.80276363636364
296,70171,1155.09131,972299612181,0.41612,0.15104,1154.6311,0.46021,2131,1,0.0601,0.11808,1,0.8152,0.18851,1,0.30108,0.5084,31.4752,1.0,1,0.71382,0.5631,31.61763,1.0,1,0,IMG22.PNG,236.46079999999998,77.87723636363637
297,70172,1155.10767,972299776078,0.41684,0.15112,1154.6311,0.47656,2131,1,0.0601,0.11808,1,0.8152,0.18851,1,0.30117,0.50849,31.49939,1.0,1,0.71387,0.56317,31.61713,1.0,1,0,IMG22.PNG,237.1310545454545,77.95170909090909
298,70173,1155.12415,972299940288,0.4161,0.15164,1154.6311,0.49304,2131,1,0.07191,0.12811,1,0.71602,0.20656,1,0.30118,0.50865,31.30021,1.0,1,0.71394,0.56328,31.5533,1.0,1,0,IMG22.PNG,236.44218181818184,78.43578181818181
299,70174,1155.14062,972300104685,0.41576,0.15234,1154.6311,0.50952,2131,1,0.09503,0.14845,1,0.71552,0.19966,1,0.30118,0.50881,31.30992,1.0,1,0.714,0.56341,31.57685,1.0,1,0,IMG22.PNG,236.12567272727273,79.08741818181818
300,70175,1155.15698,972300268738,0.41544,0.153,1154.6311,0.52588,2131,1,0.09503,0.14845,1,0.71552,0.19966,1,0.30126,0.50896,31.4015,1.0,1,0.71402,0.56349,31.56799,1.0,1,0,IMG22.PNG,235.8277818181818,79.70181818181817
301,70176,1155.17346,972300433173,0.41572,0.15341,1154.6311,0.54236,2131,1,0.13979,0.1879,1,0.70997,0.14587,1,0.3012,0.50932,31.43666,1.0,1,0.71403,0.56363,31.47491,1.0,1,0,IMG22.PNG,236.08843636363633,80.0834909090909
302,70177,1155.18982,972300597421,0.41781,0.15548,1154.6311,0.55872,2131,1,0.15018,0.19723,1,0.82726,0.25441,1,0.3012,0.50932,31.43544,1.0,1,0.71402,0.56365,31.46596,1.0,1,0,IMG22.PNG,238.03403636363635,82.01047272727273
303,70178,1155.2063,972300762345,0.41978,0.15743,1154.6311,0.5752,2131,1,0.15018,0.19723,1,0.82726,0.25441,1,0.30122,0.50934,31.46446,1.0,1,0.71402,0.56367,31.5003,1.0,1,0,IMG22.PNG,239.86792727272723,83.82574545454544
304,70179,1155.22278,972300926373,0.42005,0.15907,1154.6311,0.59167,2131,1,0.14201,0.18987,1,0.71787,0.24638,1,0.30116,0.50931,31.4728,1.0,1,0.714,0.56359,31.49952,1.0,1,0,IMG22.PNG,240.1192727272727,85.35243636363634
318,70193,1155.45276,972303226461,0.46522,0.20108,1155.23914,0.21362,2132,1,0.24509,0.29061,1,0.77945,0.15941,1,0.30339,0.50942,31.43981,1.0,1,0.71611,0.56502,31.64335,1.0,1,0,IMG22.PNG,282.1684363636364,124.45992727272727
319,70194,1155.46912,972303390405,0.46649,0.19912,1155.23914,0.22998,2132,1,0.154,0.20099,1,0.81453,0.14252,1,0.30357,0.50949,31.4404,1.0,1,0.71645,0.56514,31.56462,1.0,1,0,IMG22.PNG,283.35069090909093,122.63534545454543
320,70195,1155.4856,972303554605,0.4646,0.19822,1155.23914,0.24646,2132,1,0.13675,0.18512,1,0.73596,0.18426,1,0.30379,0.50947,31.3156,1.0,1,0.7165,0.56521,31.60281,1.0,1,0,IMG22.PNG,281.5912727272727,121.79752727272727
321,70196,1155.50195,972303718564,0.46294,0.19742,1155.23914,0.26282,2132,1,0.13675,0.18512,1,0.73596,0.18426,1,0.30387,0.50953,31.26882,1.0,1,0.71657,0.56517,31.53654,1.0,1,0,IMG22.PNG,280.04596363636364,121.0528
322,70197,1155.51855,972303884048,0.4651,0.20145,1155.23914,0.27942,2132,1,0.30532,0.34522,1,0.69816,0.19452,1,0.30412,0.50933,31.42507,1.0,1,0.71689,0.56523,31.40505,1.0,1,0,IMG22.PNG,282.05672727272724,124.80436363636362
323,70198,1155.53491,972304047795,0.47756,0.20043,1155.23914,0.29578,2132,1,0.30532,0.34522,0,0.70184,0.18201,1,0.3043,0.50926,31.25487,1.0,1,0.71701,0.56522,31.60492,1.0,1,0,IMG22.PNG,293.65585454545453,123.85483636363635
361,70236,1156.15906,972310289512,0.46882,0.19315,1155.94556,0.2135,2133,1,0.16653,0.21459,1,0.81053,0.16002,1,0.309,0.51048,32.20411,1.0,1,0.7217,0.56826,32.48176,1.0,1,0,IMG22.PNG,285.5197090909091,117.07781818181816
362,70237,1156.17554,972310454520,0.46859,0.19272,1155.94556,0.22998,2133,1,0.15412,0.20104,1,0.77681,0.1725,1,0.30888,0.51046,32.25209,1.0,1,0.72168,0.5682,32.46119,1.0,1,0,IMG22.PNG,285.30559999999997,116.67752727272726
363,70238,1156.19189,972310618010,0.4684,0.19235,1155.94556,0.24634,2133,1,0.15412,0.20104,1,0.77681,0.1725,1,0.30883,0.51049,32.34427,1.0,1,0.72158,0.56822,32.47673,1.0,1,0,IMG22.PNG,285.12872727272725,116.3330909090909
364,70239,1156.20825,972310782034,0.47068,0.19479,1155.94556,0.2627,2133,1,0.15645,0.20377,1,0.8579,0.26397,1,0.30863,0.51059,32.28637,1.0,1,0.7214,0.5681,32.53313,1.0,1,0,IMG22.PNG,287.2512,118.60450909090908
365,70240,1156.22473,972310946562,0.46915,0.19397,1155.94556,0.27917,2133,1,0.15352,0.20029,1,0.73286,0.1596,1,0.30851,0.51068,32.32416,1.0,1,0.72125,0.56811,32.31716,1.0,1,0,IMG22.PNG,285.82690909090906,117.84116363636363
366,70241,1156.24109,972311110363,0.46779,0.19323,1155.94556,0.29553,2133,1,0.15352,0.20029,1,0.73286,0.1596,1,0.30847,0.51095,32.11798,1.0,1,0.72124,0.56822,32.22725,1.0,1,0,IMG22.PNG,284.5608727272727,117.15229090909091
367,70242,1156.25769,972311275961,0.46847,0.1949,1155.94556,0.31213,2133,1,0.14863,0.19591,1,0.81415,0.25731,1,0.30838,0.51087,32.12886,1.0,1,0.72121,0.56818,32.12967,1.0,1,0,IMG22.PNG,285.1938909090909,118.70690909090908
368,70243,1156.27405,972311439450,0.46699,0.19151,1155.94556,0.32849,2133,1,0.06067,0.11436,1,0.81409,0.13298,1,0.3083,0.5108,32.3193,1.0,1,0.72114,0.56814,32.27513,1.0,1,0,IMG22.PNG,283.81614545454545,115.55112727272727
369,70244,1156.29041,972311603530,0.46564,0.18842,1155.94556,0.34485,2133,1,0.06067,0.11436,1,0.81409,0.13298,1,0.30824,0.51069,32.2627,1.0,1,0.72109,0.56814,32.26813,1.0,1,0,IMG22.PNG,282.55941818181816,112.67461818181818
370,70245,1156.30688,972311768216,0.46354,0.18939,1155.94556,0.36133,2133,1,0.14643,0.1939,1,0.68808,0.22734,1,0.30803,0.51055,32.07053,1.0,1,0.72113,0.56803,32.03752,1.0,1,0,IMG22.PNG,280.60450909090906,113.57759999999999
371,70246,1156.32336,972311933007,0.46581,0.18986,1155.94556,0.37781,2133,1,0.13274,0.18047,1,0.90336,0.22099,1,0.30797,0.51052,32.12088,1.0,1,0.72111,0.56791,32.01279,1.0,1,0,IMG22.PNG,282.7176727272727,114.01512727272727
372,70247,1156.33972,972312096671,0.4679,0.1903,1155.94556,0.39417,2133,1,0.13274,0.18047,1,0.90336,0.22099,1,0.30796,0.51055,32.08548,1.0,1,0.72105,0.56793,31.90256,1.0,1,0,IMG22.PNG,284.66327272727267,114.42472727272727
373,70248,1156.3562,972312260813,0.46971,0.19145,1155.94556,0.41064,2133,1,0.13713,0.18471,1,0.8929,0.25567,1,0.30799,0.51059,32.10911,1.0,1,0.72092,0.56794,31.79526,1.0,1,0,IMG22.PNG,286.3482181818182,115.49527272727272
374,70249,1156.37268,972312425333,0.47018,0.18943,1155.94556,0.42712,2133,1,0.06208,0.1133,1,0.90274,0.16084,1,0.30805,0.51057,32.20456,1.0,1,0.72096,0.56804,31.76823,1.0,1,0,IMG22.PNG,286.7857454545454,113.61483636363634
375,70250,1156.38904,972312589365,0.47062,0.18756,1155.94556,0.44348,2133,1,0.06208,0.1133,1,0.90274,0.16084,1,0.30813,0.51073,32.04071,1.0,1,0.72106,0.56822,31.92803,1.0,1,0,IMG22.PNG,287.1953454545454,111.87403636363636
376,70251,1156.40552,972312754121,0.46959,0.18593,1155.94556,0.45996,2133,1,0.05101,0.12011,1,0.83058,0.16066,1,0.30825,0.51051,31.8511,1.0,1,0.72113,0.56833,31.86066,1.0,1,0,IMG22.PNG,286.23650909090907,110.35665454545455
377,70252,1156.422,972312918451,0.46909,0.18463,1155.94556,0.47644,2133,1,0.0653,0.12144,1,0.84414,0.17234,1,0.30829,0.5105,31.8765,1.0,1,0.72128,0.56833,31.97707,1.0,1,0,IMG22.PNG,285.77105454545455,109.14647272727271
378,70253,1156.43835,972313082644,0.46863,0.18342,1155.94556,0.4928,2133,1,0.0653,0.12144,1,0.84414,0.17234,1,0.30834,0.51057,31.77418,1.0,1,0.72142,0.56841,31.93354,1.0,1,0,IMG22.PNG,285.3428363636363,108.02007272727272
379,70254,1156.45483,972313246796,0.46718,0.18265,1155.94556,0.50928,2133,1,0.07506,0.12587,1,0.76936,0.19213,1,0.30858,0.51052,31.87237,1.0,1,0.72147,0.56857,31.8128,1.0,1,0,IMG22.PNG,283.9930181818182,107.30327272727273
380,70255,1156.47131,972313411704,0.46825,0.1824,1155.94556,0.52576,2133,1,0.09986,0.13978,1,0.90494,0.20908,1,0.30875,0.51089,31.85323,1.0,1,0.72166,0.56854,31.73988,1.0,1,0,IMG22.PNG,284.98909090909086,107.07054545454545
381,70256,1156.48767,972313575957,0.46925,0.18217,1155.94556,0.54211,2133,1,0.09986,0.13978,1,0.90494,0.20908,1,0.30884,0.51093,31.79384,1.0,1,0.72175,0.56882,31.66139,1.0,1,0,IMG22.PNG,285.91999999999996,106.85643636363635
382,70257,1156.50415,972313740298,0.46787,0.1818,1155.94556,0.55859,2133,1,0.08926,0.13685,1,0.75295,0.20165,1,0.30914,0.51076,31.61196,1.0,1,0.72205,0.56863,31.64975,1.0,1,0,IMG22.PNG,284.6353454545454,106.51199999999999
383,70258,1156.52063,972313905627,0.46519,0.18132,1155.94556,0.57507,2133,1,0.07609,0.1276,1,0.6665,0.20113,1,0.30934,0.51056,31.89612,1.0,1,0.72218,0.56856,31.72236,1.0,1,0,IMG22.PNG,282.14050909090906,106.06516363636364
