CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
37312	615.20428	966900741559	0.53877	1.23979	613.31531	0.13098	1068	0	0.53877	1.23979	0	-0.13641	3.41422	0	0.53877	1.23979	0	0.24125	0.43718	24.89081	1.00000	1	0.71939	0.50039	27.63067	1.00000	1	-0.03667	0.00792	0.51224	0.00629	1	0.06480	0.00898	0.93036	0.00659	1	0.64271	0.99907	0	0
37313	615.22064	966900905365	0.53877	1.23979	613.31531	0.13098	1068	0	0.53877	1.23979	0	-0.13641	3.41422	0	0.53877	1.23979	0	0.24226	0.43800	24.78620	1.00000	1	0.71973	0.50139	26.92931	1.00000	1	-0.03667	0.00792	0.51224	0.00634	1	0.06480	0.00898	0.93036	0.00670	1	0.64271	0.99907	0	0
37314	615.23700	966901069085	0.00000	0.00000	613.31531	0.13098	1068	0	0.53877	1.23979	0	-0.13641	3.41422	0	0.53877	1.23979	0	0.24350	0.43909	25.79389	1.00000	1	0.72006	0.50316	27.21210	1.00000	1	-0.03667	0.00792	0.51224	0.00631	1	0.06480	0.00898	0.93036	0.00678	1	0.64271	0.99907	0	0
37315	615.25342	966901233160	0.00000	0.00000	613.31531	0.13098	1068	0	0.53877	1.23979	0	-0.13641	3.41422	0	0.53877	1.23979	0	0.24366	0.43948	26.41794	1.00000	1	0.72010	0.50384	27.56041	1.00000	1	-0.03667	0.00792	0.51224	0.00624	1	0.06480	0.00898	0.93036	0.00697	1	0.64271	0.99907	0	0
37316	615.26990	966901398148	0.00000	0.00000	613.31531	0.13098	1068	0	0.53877	1.23979	0	-0.13641	3.41422	0	0.53877	1.23979	0	0.24485	0.44265	24.28522	1.00000	1	0.72117	0.50489	27.90554	1.00000	1	-0.03667	0.00792	0.51224	0.00660	1	0.06480	0.00898	0.93036	0.00669	1	0.64271	0.99907	0	0
37317	615.28644	966901563471	0.00000	0.00000	613.31531	0.13098	1068	0	0.53877	1.23979	0	-0.13641	3.41422	0	0.53877	1.23979	0	0.24499	0.44327	24.59917	1.00000	1	0.72129	0.50601	26.99389	1.00000	1	-0.03667	0.00792	0.51224	0.00653	1	0.06480	0.00898	0.93036	0.00670	1	0.64271	0.99907	0	0
37318	615.30280	966901727074	0.00000	0.00000	613.31531	0.13098	1068	0	0.53877	1.23979	0	-0.13641	3.41422	0	0.53877	1.23979	0	0.24476	0.44238	26.11616	1.00000	1	0.72097	0.50626	27.58104	1.00000	1	-0.03667	0.00792	0.51224	0.00636	1	0.06480	0.00898	0.93036	0.00691	1	0.64271	0.99907	0	0
37319	615.31927	966901891914	0.00000	0.00000	613.31531	0.13098	1068	0	0.53877	1.23979	0	-0.13641	3.41422	0	0.53877	1.23979	0	0.24493	0.44245	26.21468	1.00000	1	0.72157	0.50469	29.44769	1.00000	1	-0.03667	0.00792	0.51224	0.00636	1	0.06480	0.00898	0.93036	0.00659	1	0.64271	0.99907	0	0
37320	615.33563	966902055348	0.00000	0.00000	613.31531	0.13098	1068	0	0.53877	1.23979	0	-0.13641	3.41422	0	0.53877	1.23979	0	0.24473	0.44216	26.44831	1.00000	1	0.72220	0.50508	28.84922	1.00000	1	-0.03667	0.00792	0.51224	0.00644	1	0.06480	0.00898	0.93036	0.00673	1	0.64271	0.99907	0	0
37321	615.35205	966902219457	0.00000	0.00000	613.31531	0.13098	1068	0	0.53877	1.23979	0	-0.13641	3.41422	0	0.53877	1.23979	0	0.24483	0.44188	26.63649	1.00000	1	0.72219	0.50566	28.80736	1.00000	1	-0.03667	0.00792	0.51224	0.00651	1	0.06480	0.00898	0.93036	0.00667	1	0.64271	0.99907	0	0
