,CNT,TIME,TIME_TICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,RPUPILD,RPUPILV,CX,CY,CS,USER
6064,757713,12451.64355,4891773510251,1240.3072,521.40416,12451.54492,0.09863,7744,1,0.64384,0.35449,1,0.64823,0.48045,1,0.64603,0.41747,1,0.30981,0.74203,30.28864,1.0,1,0.68318,0.8306100000000001,27.65369,1.0,1,0.03525,-0.10552,1.19745,0.00734,0,0.02302,-0.03171,0.5318,0.00677,1,0.49896,0.4963,0,0
6065,757714,12451.66016,4891773674268,1270.7456,540.65536,12451.54492,0.11523,7744,1,1.17327,0.8127300000000001,1,0.6451100000000001,0.45176000000000005,1,0.9091899999999999,0.63225,1,0.30941,0.74221,30.36893,1.0,1,0.68282,0.83068,27.41487,1.0,1,0.03525,-0.10552,1.19745,0.00731,0,0.02302,-0.03171,0.5318,0.00673,1,0.49896,0.4963,0,0
6066,757715,12451.67578,4891773837965,1284.1216,550.6496,12451.54492,0.13086,7744,1,1.05324,0.73159,1,0.62047,0.44533,1,0.83685,0.58846,1,0.30908,0.74236,30.35308,1.0,1,0.68261,0.8308200000000001,27.472040000000003,1.0,1,0.03525,-0.10552,1.19745,0.00735,0,0.02302,-0.03171,0.5318,0.00672,1,0.49896,0.4963,0,0
6067,757716,12451.69238,4891774001917,1294.8224,558.6470400000001,12451.54492,0.14745999999999998,7744,1,1.05324,0.73159,1,0.62047,0.44533,1,0.83685,0.58846,1,0.30894,0.7425,29.99888,1.0,1,0.6823600000000001,0.83078,27.51731,1.0,1,0.03525,-0.10552,1.19745,0.0074,0,0.02302,-0.03171,0.5318,0.0067,1,0.49896,0.4963,0,0
6068,757717,12451.70898,4891774165295,1316.5568,583.8272,12451.54492,0.16405999999999998,7744,1,1.30859,1.07686,1,0.58812,0.50054,1,0.94835,0.7887,1,0.30816,0.74366,29.57279,1.0,1,0.68171,0.82999,27.21272,1.0,1,0.03525,-0.10552,1.19745,0.0074,0,0.02302,-0.03171,0.5318,0.0069700000000000005,1,0.49896,0.4963,0,0
6069,757718,12451.72559,4891774330613,1331.0464000000002,600.01664,12451.54492,0.18066,7744,1,1.21434,0.9169700000000001,1,0.61434,0.54804,1,0.9143399999999999,0.73251,1,0.30711,0.74362,29.82435,1.0,1,0.68087,0.8301200000000001,27.3705,1.0,1,0.03525,-0.10552,1.19745,0.007529999999999999,0,0.02302,-0.03171,0.5318,0.00692,1,0.49896,0.4963,0,0
6070,757719,12451.74219,4891774494682,1343.296,613.70752,12451.54492,0.19727,7744,1,1.21434,0.9169700000000001,1,0.61434,0.54804,1,0.9143399999999999,0.73251,1,0.30684,0.74459,28.91615,1.0,1,0.68047,0.8301,27.31281,1.0,1,0.03525,-0.10552,1.19745,0.007640000000000001,0,0.02302,-0.03171,0.5318,0.007,1,0.49896,0.4963,0,0
6071,757720,12451.75879,4891774659908,1375.616,633.7164799999999,12451.54492,0.19727,7744,0,1.14497,0.79465,1,0.58345,0.39375,1,0.86421,0.5942,1,0.30627,0.7436699999999999,30.38467,1.0,1,0.6802,0.83111,27.425209999999996,1.0,1,0.03525,-0.10552,1.19745,0.00744,0,0.02302,-0.03171,0.5318,0.006659999999999999,1,0.49896,0.4963,0,0
6072,757721,12451.77441,4891774823037,1447.04,709.44128,12451.54492,0.19727,7744,0,1.24565,0.97844,1,0.62693,0.5004,1,0.93629,0.73942,1,0.30624,0.7438600000000001,30.2095,1.0,1,0.67995,0.8310299999999999,27.56555,1.0,1,0.03525,-0.10552,1.19745,0.00746,0,0.02302,-0.03171,0.5318,0.00671,1,0.49896,0.4963,0,0
6073,757722,12451.79102,4891774988635,1470.8352,734.68288,12451.54492,0.19727,7744,0,1.24565,0.97844,1,0.62693,0.5004,1,0.93629,0.73942,1,0.30618,0.74465,28.98286,1.0,1,0.67977,0.83093,27.45322,1.0,1,0.03525,-0.10552,1.19745,0.00748,0,0.02302,-0.03171,0.5318,0.006690000000000001,1,0.49896,0.4963,0,0
6074,757723,12451.80762,4891775152381,1466.9056,738.84032,12451.54492,0.19727,7744,0,1.03358,0.78904,1,0.59737,0.41836,1,0.81547,0.6037,1,0.30574,0.74331,29.87163,1.0,1,0.6795800000000001,0.8300700000000001,27.385579999999997,1.0,1,0.03525,-0.10552,1.19745,0.00748,0,0.02302,-0.03171,0.5318,0.00677,1,0.49896,0.4963,0,0
6075,757724,12451.82422,4891775315993,1459.9679999999998,713.29152,12451.54492,0.19727,7744,0,1.14706,0.7845,1,0.62331,0.50407,1,0.8851899999999999,0.64428,1,0.30583,0.7430399999999999,30.04417,1.0,1,0.6797,0.8297200000000001,27.4889,1.0,1,0.03525,-0.10552,1.19745,0.00746,0,0.02302,-0.03171,0.5318,0.00678,1,0.49896,0.4963,0,0
6076,757725,12451.84082,4891775480518,1457.664,704.78208,12451.54492,0.19727,7744,0,1.14706,0.7845,1,0.62331,0.50407,1,0.8851899999999999,0.64428,1,0.30577,0.74268,30.181459999999998,1.0,1,0.67976,0.82968,27.53408,1.0,1,0.03525,-0.10552,1.19745,0.007490000000000001,0,0.02302,-0.03171,0.5318,0.0068,1,0.49896,0.4963,0,0
6077,757726,12451.85645,4891775645606,1389.504,655.95776,12451.54492,0.19727,7744,0,0.91317,0.6189399999999999,1,0.5593899999999999,0.48339,1,0.73628,0.55116,1,0.30612,0.7418,30.7244,1.0,1,0.67996,0.82919,27.44834,1.0,1,0.03525,-0.10552,1.19745,0.00744,0,0.02302,-0.03171,0.5318,0.0068,1,0.49896,0.4963,0,0
6078,757727,12451.87305,4891775808633,1295.3984,562.5894400000001,12451.54492,0.19727,7744,0,0.7936,0.42436,1,0.58343,0.4374,1,0.6885100000000001,0.43088000000000004,1,0.30614,0.7418899999999999,30.69013,1.0,1,0.68007,0.8290299999999999,27.666790000000002,1.0,1,0.03525,-0.10552,1.19745,0.00745,0,0.02302,-0.03171,0.5318,0.0068200000000000005,1,0.49896,0.4963,0,0
6079,757728,12451.88965,4891775973316,1264.0384,531.47008,12451.54492,0.19727,7744,0,0.7936,0.42436,1,0.58343,0.4374,1,0.6885100000000001,0.43088000000000004,1,0.30626,0.74163,30.76094,1.0,1,0.6802199999999999,0.82899,27.672790000000003,1.0,1,0.03525,-0.10552,1.19745,0.00747,0,0.02302,-0.03171,0.5318,0.00688,1,0.49896,0.4963,0,0
6080,757729,12451.90625,4891776136946,1254.1824,498.28224000000006,12451.54492,0.19727,7744,0,0.9802799999999999,0.5796399999999999,1,0.64466,0.45242,1,0.81247,0.51603,1,0.30662,0.74151,30.80728,1.0,1,0.68065,0.82936,27.49948,1.0,1,0.03525,-0.10552,1.19745,0.00746,0,0.02302,-0.03171,0.5318,0.00672,1,0.49896,0.4963,0,0
6081,757730,12451.92285,4891776301994,1394.0992,602.39232,12451.54492,0.19727,7744,0,1.30243,0.84205,1,0.59445,0.48316000000000003,1,0.94844,0.6626,1,0.30696999999999997,0.74152,31.04215,1.0,1,0.68071,0.82935,27.412640000000003,1.0,1,0.03525,-0.10552,1.19745,0.00747,0,0.02302,-0.03171,0.5318,0.00678,1,0.49896,0.4963,0,0
6082,757731,12451.938479999999,4891776466323,1440.7296000000001,637.09568,12451.54492,0.19727,7744,0,1.30243,0.84205,1,0.59445,0.48316000000000003,1,0.94844,0.6626,1,0.30719,0.74203,30.575909999999997,1.0,1,0.6809,0.8295899999999999,27.414140000000003,1.0,1,0.03525,-0.10552,1.19745,0.00745,0,0.02302,-0.03171,0.5318,0.006809999999999999,1,0.49896,0.4963,0,0
6083,757732,12451.95508,4891776629683,1430.7071999999998,631.57632,12451.54492,0.19727,7744,0,0.8104899999999999,0.3961,1,0.60217,0.49007,1,0.70633,0.44308000000000003,1,0.30755,0.74182,30.73465,1.0,1,0.68112,0.8294299999999999,27.66658,1.0,1,0.03525,-0.10552,1.19745,0.00745,0,0.02302,-0.03171,0.5318,0.00677,1,0.49896,0.4963,0,0
6084,757733,12451.97168,4891776795375,1399.616,653.2748799999999,12451.54492,0.19727,7744,0,1.0812899999999999,0.81724,1,0.55702,0.44638999999999995,1,0.81915,0.63181,1,0.30763,0.7420800000000001,30.49963,1.0,1,0.68125,0.8291799999999999,27.56265,1.0,1,0.03525,-0.10552,1.19745,0.007490000000000001,0,0.02302,-0.03171,0.5318,0.0068200000000000005,1,0.49896,0.4963,0,0
6085,757734,12451.98828,4891776959704,1389.248,660.51456,12451.54492,0.19727,7744,0,1.0812899999999999,0.81724,1,0.55702,0.44638999999999995,1,0.81915,0.63181,1,0.30753,0.74266,29.30469,1.0,1,0.6814,0.82906,27.51635,1.0,1,0.03525,-0.10552,1.19745,0.00763,0,0.02302,-0.03171,0.5318,0.006840000000000001,1,0.49896,0.4963,0,0
6086,757735,12452.00488,4891777124028,1410.6752000000001,684.2508799999999,12451.95508,0.0498,7745,1,1.2339799999999999,0.94326,1,0.5706399999999999,0.47753999999999996,1,0.9023100000000001,0.7104,1,0.30783,0.74153,30.156240000000004,1.0,1,0.68153,0.82825,27.28125,1.0,1,0.03525,-0.10552,1.19745,0.0075,0,0.02302,-0.03171,0.5318,0.00687,1,0.49896,0.4963,0,0
6087,757736,12452.02148,4891777288926,1389.7984,676.97024,12451.95508,0.06641,7745,1,0.9560200000000001,0.75466,1,0.58508,0.45605,1,0.77055,0.60535,1,0.30785,0.74146,30.21746,1.0,1,0.68148,0.82891,27.402890000000003,1.0,1,0.03525,-0.10552,1.19745,0.00748,0,0.02302,-0.03171,0.5318,0.00672,1,0.49896,0.4963,0,0
6088,757737,12452.03809,4891777452825,1375.8848,672.12672,12451.95508,0.08301,7745,1,0.9560200000000001,0.75466,1,0.58508,0.45605,1,0.77055,0.60535,1,0.30781,0.74129,30.36543,1.0,1,0.68152,0.8287100000000001,27.32566,1.0,1,0.03525,-0.10552,1.19745,0.00746,0,0.02302,-0.03171,0.5318,0.00671,1,0.49896,0.4963,0,0
6089,757738,12452.05371,4891777616750,1359.7184,661.22112,12451.95508,0.09863,7745,1,0.85719,0.64966,1,0.61587,0.45926999999999996,1,0.73653,0.5544600000000001,1,0.30745,0.74117,30.311770000000003,1.0,1,0.68124,0.82852,27.567909999999998,1.0,1,0.03525,-0.10552,1.19745,0.007520000000000001,0,0.02302,-0.03171,0.5318,0.00665,1,0.49896,0.4963,0,0
6090,757739,12452.07031,4891777780524,1366.8736,665.58336,12451.95508,0.11523,7745,1,1.08582,0.83715,1,0.6281899999999999,0.46791000000000005,1,0.857,0.65253,1,0.30728,0.7411399999999999,30.213409999999996,1.0,1,0.68111,0.8285600000000001,27.374740000000003,1.0,1,0.03525,-0.10552,1.19745,0.00748,0,0.02302,-0.03171,0.5318,0.00662,1,0.49896,0.4963,0,0
6091,757740,12452.08691,4891777945087,1372.4416,668.9830400000001,12451.95508,0.13184,7745,1,1.08582,0.83715,1,0.6281899999999999,0.46791000000000005,1,0.857,0.65253,1,0.3072,0.74127,30.395709999999998,1.0,1,0.68106,0.8287100000000001,27.45297,1.0,1,0.03525,-0.10552,1.19745,0.007509999999999999,0,0.02302,-0.03171,0.5318,0.00665,1,0.49896,0.4963,0,0
6092,757741,12452.10352,4891778109929,1379.6096000000002,672.85376,12451.95508,0.14844000000000002,7745,1,1.17733,0.81124,1,0.57912,0.51627,1,0.8782200000000001,0.66375,1,0.3071,0.74163,30.343259999999997,1.0,1,0.681,0.8286,27.089059999999996,1.0,1,0.03525,-0.10552,1.19745,0.007490000000000001,0,0.02302,-0.03171,0.5318,0.00674,1,0.49896,0.4963,0,0
6093,757742,12452.11914,4891778273005,1398.3103999999998,683.38048,12451.95508,0.16405999999999998,7745,1,1.39945,1.0165,1,0.5776100000000001,0.46907,1,0.9885299999999999,0.74279,1,0.30614,0.74149,30.72669,1.0,1,0.6803,0.8285,27.116459999999996,1.0,1,0.03525,-0.10552,1.19745,0.00747,0,0.02302,-0.03171,0.5318,0.00673,1,0.49896,0.4963,0,0
6094,757743,12452.13574,4891778438579,1413.9008000000001,692.14592,12451.95508,0.18066,7745,1,1.39945,1.0165,1,0.5776100000000001,0.46907,1,0.9885299999999999,0.74279,1,0.30573,0.74154,30.68818,1.0,1,0.67989,0.8284100000000001,27.16865,1.0,1,0.03525,-0.10552,1.19745,0.00745,0,0.02302,-0.03171,0.5318,0.00673,1,0.49896,0.4963,0,0
6095,757744,12452.15234,4891778602543,1408.5503999999999,694.37824,12451.95508,0.19727,7745,1,1.07991,0.85409,1,0.52081,0.49956999999999996,1,0.8003600000000001,0.67683,1,0.3051,0.74141,30.72485,1.0,1,0.6793,0.8285899999999999,27.09737,1.0,1,0.03525,-0.10552,1.19745,0.007490000000000001,0,0.02302,-0.03171,0.5318,0.006679999999999999,1,0.49896,0.4963,0,0
6096,757745,12452.16895,4891778767328,1398.144,689.5552,12451.95508,0.21386999999999998,7745,1,0.96065,0.7397,1,0.5123800000000001,0.43003,1,0.73651,0.58486,1,0.30532,0.74125,30.8627,1.0,1,0.67953,0.82889,27.03238,1.0,1,0.03525,-0.10552,1.19745,0.00747,0,0.02302,-0.03171,0.5318,0.0067599999999999995,1,0.49896,0.4963,0,0
6097,757746,12452.18555,4891778930561,1389.1072,685.3772799999999,12451.95508,0.23046999999999998,7745,1,0.96065,0.7397,1,0.5123800000000001,0.43003,1,0.73651,0.58486,1,0.3054,0.74187,30.45893,1.0,1,0.67957,0.8289,27.062759999999997,1.0,1,0.03525,-0.10552,1.19745,0.00758,0,0.02302,-0.03171,0.5318,0.006679999999999999,1,0.49896,0.4963,0,0
6098,757747,12452.20215,4891779095405,1375.808,679.9296,12451.95508,0.24706999999999998,7745,1,0.7784300000000001,0.5846399999999999,1,0.5594399999999999,0.52917,1,0.66894,0.5569,1,0.30564,0.74152,30.589990000000004,1.0,1,0.6796399999999999,0.82895,27.02317,1.0,1,0.03525,-0.10552,1.19745,0.00748,0,0.02302,-0.03171,0.5318,0.006690000000000001,1,0.49896,0.4963,0,0
6099,757748,12452.217770000001,4891779259313,1360.8448,673.1302400000001,12451.95508,0.2627,7745,1,0.6954899999999999,0.48841,1,0.5569,0.55885,1,0.6262,0.52363,1,0.30576,0.74247,29.33336,1.0,1,0.67984,0.82893,27.00876,1.0,1,0.03525,-0.10552,1.19745,0.007540000000000001,0,0.02302,-0.03171,0.5318,0.0067,1,0.49896,0.4963,0,0
6100,757749,12452.23438,4891779423405,1347.5584000000001,667.0784,12451.95508,0.2793,7745,1,0.6954899999999999,0.48841,1,0.5569,0.55885,1,0.6262,0.52363,1,0.30587,0.74205,29.76003,1.0,1,0.67998,0.82896,26.91253,1.0,1,0.03525,-0.10552,1.19745,0.00759,0,0.02302,-0.03171,0.5318,0.00672,1,0.49896,0.4963,0,0
6101,757750,12452.250979999999,4891779587998,1345.1008,665.56288,12451.95508,0.2959,7745,1,0.9778700000000001,0.66494,1,0.55481,0.5272600000000001,1,0.7663399999999999,0.5961,1,0.306,0.74195,30.355859999999996,1.0,1,0.67994,0.8289799999999999,26.975820000000002,1.0,1,0.03525,-0.10552,1.19745,0.007529999999999999,0,0.02302,-0.03171,0.5318,0.006679999999999999,1,0.49896,0.4963,0,0
6102,757751,12452.26758,4891779751233,1335.3856,657.8931200000001,12451.95508,0.3125,7745,1,0.74925,0.47556000000000004,1,0.54876,0.46984,1,0.6490100000000001,0.4727,1,0.3059,0.74202,30.47959,1.0,1,0.67984,0.82937,26.92387,1.0,1,0.03525,-0.10552,1.19745,0.00748,0,0.02302,-0.03171,0.5318,0.006670000000000001,1,0.49896,0.4963,0,0
6103,757752,12452.28418,4891779916096,1292.1984,637.41312,12451.95508,0.3125,7745,0,0.74925,0.47556000000000004,1,0.54876,0.46984,1,0.6490100000000001,0.4727,1,0.30575,0.74156,30.911659999999998,1.0,1,0.6797300000000001,0.82937,26.908720000000002,1.0,1,0.03525,-0.10552,1.19745,0.00745,0,0.02302,-0.03171,0.5318,0.006640000000000001,1,0.49896,0.4963,0,0
6104,757753,12452.30078,4891780080499,1436.1088,729.6652799999999,12451.95508,0.3125,7745,0,1.45246,1.07731,1,0.51632,0.47333000000000003,1,0.98439,0.77532,1,0.3054,0.74211,30.44828,1.0,1,0.67948,0.82942,27.06969,1.0,1,0.03525,-0.10552,1.19745,0.00747,0,0.02302,-0.03171,0.5318,0.006640000000000001,1,0.49896,0.4963,0,0
6105,757754,12452.31738,4891780246136,1496.6144,777.94688,12451.95508,0.3125,7745,0,1.52114,1.16937,1,0.50638,0.48396000000000006,1,1.01376,0.8266700000000001,1,0.30505,0.74225,30.574540000000002,1.0,1,0.67945,0.82939,27.09998,1.0,1,0.03525,-0.10552,1.19745,0.00757,0,0.02302,-0.03171,0.5318,0.006640000000000001,1,0.49896,0.4963,0,0
6106,757755,12452.33301,4891780409868,1605.0816,856.9792,12451.95508,0.3125,7745,0,1.52114,1.16937,1,0.50638,0.48396000000000006,1,1.01376,0.8266700000000001,1,0.30509000000000003,0.74203,30.76053,1.0,1,0.67945,0.82968,27.101370000000003,1.0,1,0.03525,-0.10552,1.19745,0.007520000000000001,0,0.02302,-0.03171,0.5318,0.00665,1,0.49896,0.4963,0,0
6107,757756,12452.34961,4891780573369,1564.288,841.43488,12451.95508,0.3125,7745,0,1.33391,1.09905,1,0.54656,0.45933999999999997,1,0.9402299999999999,0.7791899999999999,1,0.30474,0.7421399999999999,30.678559999999997,1.0,1,0.67891,0.82936,27.335490000000004,1.0,1,0.03525,-0.10552,1.19745,0.007520000000000001,0,0.02302,-0.03171,0.5318,0.006659999999999999,1,0.49896,0.4963,0,0
6108,757757,12452.36621,4891780738818,1468.0832,787.28576,12451.95508,0.3125,7745,0,0.9737600000000001,0.74866,1,0.51949,0.52277,1,0.74663,0.63571,1,0.30456,0.7422300000000001,30.975690000000004,1.0,1,0.67902,0.82929,27.0543,1.0,1,0.03525,-0.10552,1.19745,0.007509999999999999,0,0.02302,-0.03171,0.5318,0.006690000000000001,1,0.49896,0.4963,0,0
6109,757758,12452.38281,4891780903776,1358.2848,727.9449599999999,12451.95508,0.3125,7745,0,0.9737600000000001,0.74866,1,0.51949,0.52277,1,0.74663,0.63571,1,0.30430999999999997,0.74285,30.31875,1.0,1,0.67899,0.82929,26.971659999999996,1.0,1,0.03525,-0.10552,1.19745,0.00755,0,0.02302,-0.03171,0.5318,0.0067,1,0.49896,0.4963,0,0
6110,757759,12452.39941,4891781067750,1191.0911999999998,594.6918400000001,12451.95508,0.3125,7745,0,0.59524,0.43006000000000005,1,0.50459,0.41648,1,0.54991,0.42327,1,0.30430999999999997,0.74278,30.34645,1.0,1,0.67897,0.82994,26.91893,1.0,1,0.03525,-0.10552,1.19745,0.007520000000000001,0,0.02302,-0.03171,0.5318,0.00659,1,0.49896,0.4963,0,0
6111,757760,12452.41504,4891781230305,1136.3072,563.98208,12451.95508,0.3125,7745,0,0.60934,0.50558,1,0.49496999999999997,0.42133999999999994,1,0.55216,0.46346000000000004,1,0.30422,0.74293,30.246809999999996,1.0,1,0.67906,0.82985,27.04855,1.0,1,0.03525,-0.10552,1.19745,0.007559999999999999,0,0.02302,-0.03171,0.5318,0.00658,1,0.49896,0.4963,0,0
6112,757761,12452.43164,4891781395876,1025.8048000000001,488.86144,12451.95508,0.3125,7745,0,0.60934,0.50558,1,0.49496999999999997,0.42133999999999994,1,0.55216,0.46346000000000004,1,0.30423,0.74295,30.2451,1.0,1,0.67906,0.83,26.83098,1.0,1,0.03525,-0.10552,1.19745,0.00757,0,0.02302,-0.03171,0.5318,0.00658,1,0.49896,0.4963,0,0
6113,757762,12452.44824,4891781559675,1142.7328,565.8457599999999,12451.95508,0.3125,7745,0,0.97911,0.79093,1,0.4891,0.40991000000000005,1,0.73411,0.60042,1,0.30451,0.7427,30.478579999999997,1.0,1,0.6792600000000001,0.8298,27.178590000000003,1.0,1,0.03525,-0.10552,1.19745,0.00755,0,0.02302,-0.03171,0.5318,0.00659,1,0.49896,0.4963,0,0
6114,757763,12452.46484,4891781724449,1174.5536,581.1750400000001,12451.95508,0.3125,7745,0,0.9303899999999999,0.6896899999999999,1,0.50429,0.45061999999999997,1,0.71734,0.57015,1,0.30485,0.7428600000000001,30.434140000000003,1.0,1,0.6793,0.82983,27.18795,1.0,1,0.03525,-0.10552,1.19745,0.007559999999999999,0,0.02302,-0.03171,0.5318,0.00662,1,0.49896,0.4963,0,0
6115,757764,12452.48145,4891781887762,1245.3504,622.16576,12451.95508,0.3125,7745,0,0.9303899999999999,0.6896899999999999,1,0.50429,0.45061999999999997,1,0.71734,0.57015,1,0.30499,0.74317,30.29028,1.0,1,0.6795,0.8298399999999999,27.07631,1.0,1,0.03525,-0.10552,1.19745,0.007559999999999999,0,0.02302,-0.03171,0.5318,0.00659,1,0.49896,0.4963,0,0
6116,757765,12452.49707,4891782052130,1270.0416,593.1456,12451.95508,0.3125,7745,0,0.94485,0.67215,1,0.57818,0.37495,1,0.76152,0.52355,1,0.30567,0.74415,29.09658,1.0,1,0.67995,0.82975,26.88004,1.0,1,0.03525,-0.10552,1.19745,0.007659999999999999,0,0.02302,-0.03171,0.5318,0.00678,1,0.49896,0.4963,0,0
6117,757766,12452.51367,4891782216520,1257.4335999999998,612.2841599999999,12451.95508,0.3125,7745,0,0.92315,0.7404,1,0.50216,0.47556000000000004,1,0.71265,0.60798,1,0.30561,0.74424,29.17943,1.0,1,0.68009,0.8298700000000001,26.833940000000002,1.0,1,0.03525,-0.10552,1.19745,0.00765,0,0.02302,-0.03171,0.5318,0.00677,1,0.49896,0.4963,0,0
6118,757767,12452.530270000001,4891782381537,1251.1232,621.85856,12452.48145,0.04883,7746,1,0.92315,0.7404,1,0.50216,0.47556000000000004,1,0.71265,0.60798,1,0.30551,0.74437,29.01874,1.0,1,0.68032,0.83014,27.01217,1.0,1,0.03525,-0.10552,1.19745,0.00774,0,0.02302,-0.03171,0.5318,0.00674,1,0.49896,0.4963,0,0
6119,757768,12452.54688,4891782544262,1238.5023999999999,611.3216,12452.48145,0.06543,7746,1,0.81833,0.52328,1,0.53795,0.5337,1,0.67814,0.52849,1,0.30691,0.74293,30.81662,1.0,1,0.68107,0.83096,27.36001,1.0,1,0.03525,-0.10552,1.19745,0.0075,0,0.02302,-0.03171,0.5318,0.00663,1,0.49896,0.4963,0,0
6120,757769,12452.563479999999,4891782709243,1249.9968,622.944,12452.48145,0.08202999999999999,7746,1,0.9667100000000001,0.77793,1,0.57625,0.49763,1,0.77148,0.63778,1,0.30826,0.74431,29.70577,1.0,1,0.68207,0.8316600000000001,27.1097,1.0,1,0.03525,-0.10552,1.19745,0.007379999999999999,0,0.02302,-0.03171,0.5318,0.006509999999999999,1,0.49896,0.4963,0,0
6121,757770,12452.58008,4891782873505,1258.2143999999998,631.24864,12452.48145,0.09863,7746,1,0.9667100000000001,0.77793,1,0.57625,0.49763,1,0.77148,0.63778,1,0.3088,0.74456,29.709,1.0,1,0.6826399999999999,0.83062,26.847459999999998,1.0,1,0.03525,-0.10552,1.19745,0.00744,0,0.02302,-0.03171,0.5318,0.00677,1,0.49896,0.4963,0,0
6122,757771,12452.5957,4891783038614,1256.7552,631.48416,12452.48145,0.11425999999999999,7746,1,0.88259,0.73049,1,0.56512,0.45131000000000004,1,0.7238600000000001,0.5909,1,0.30893000000000004,0.74433,29.80632,1.0,1,0.6826800000000001,0.83062,26.86141,1.0,1,0.03525,-0.10552,1.19745,0.00745,0,0.02302,-0.03171,0.5318,0.0067599999999999995,1,0.49896,0.4963,0,0
6123,757772,12452.6123,4891783201859,1261.8752,631.57632,12452.48145,0.13086,7746,1,0.9235,0.7196899999999999,1,0.61214,0.46074,1,0.76782,0.59021,1,0.3089,0.7439100000000001,30.31193,1.0,1,0.6826399999999999,0.83181,27.09409,1.0,1,0.03525,-0.10552,1.19745,0.00742,0,0.02302,-0.03171,0.5318,0.00646,1,0.49896,0.4963,0,0
6124,757773,12452.62891,4891783366350,1265.9584,631.6582400000001,12452.48145,0.14745999999999998,7746,1,0.9235,0.7196899999999999,1,0.61214,0.46074,1,0.76782,0.59021,1,0.3089,0.74375,30.38022,1.0,1,0.68275,0.8318700000000001,27.14868,1.0,1,0.03525,-0.10552,1.19745,0.0074,0,0.02302,-0.03171,0.5318,0.00646,1,0.49896,0.4963,0,0
6125,757774,12452.64551,4891783530121,1243.1999999999998,607.34848,12452.48145,0.16405999999999998,7746,1,0.46103,0.29107,1,0.62575,0.36568,1,0.5433899999999999,0.32837,1,0.3087,0.74373,29.79908,1.0,1,0.6826399999999999,0.83037,27.101740000000003,1.0,1,0.03525,-0.10552,1.19745,0.00744,0,0.02302,-0.03171,0.5318,0.00659,1,0.49896,0.4963,0,0
6126,757775,12452.66211,4891783694396,1233.4848000000002,602.21824,12452.48145,0.18066,7746,1,0.65593,0.52198,1,0.60441,0.48923999999999995,1,0.63017,0.50561,1,0.30854000000000004,0.74325,29.636429999999997,1.0,1,0.68255,0.82929,26.9264,1.0,1,0.03525,-0.10552,1.19745,0.007520000000000001,0,0.02302,-0.03171,0.5318,0.006679999999999999,1,0.49896,0.4963,0,0
6127,757776,12452.67871,4891783859305,1225.2672,597.87648,12452.48145,0.19727,7746,1,0.65593,0.52198,1,0.60441,0.48923999999999995,1,0.63017,0.50561,1,0.30831,0.74262,29.978679999999997,1.0,1,0.6823899999999999,0.8300799999999999,27.082320000000003,1.0,1,0.03525,-0.10552,1.19745,0.007409999999999999,0,0.02302,-0.03171,0.5318,0.00645,1,0.49896,0.4963,0,0
6128,757777,12452.69434,4891784024360,1223.2703999999999,586.86848,12452.48145,0.21289,7746,1,0.70998,0.51163,1,0.66089,0.3006,1,0.68543,0.40610999999999997,1,0.30788000000000004,0.74147,30.43742,1.0,1,0.68215,0.8285399999999999,26.9,1.0,1,0.03525,-0.10552,1.19745,0.0074,0,0.02302,-0.03171,0.5318,0.0066,1,0.49896,0.4963,0,0
6129,757778,12452.71094,4891784187938,1216.3712,577.33504,12452.48145,0.22949,7746,1,0.62476,0.40171999999999997,1,0.62503,0.41053,1,0.6249,0.40612,1,0.30768,0.7416699999999999,29.95798,1.0,1,0.682,0.82804,26.97928,1.0,1,0.03525,-0.10552,1.19745,0.00745,0,0.02302,-0.03171,0.5318,0.00658,1,0.49896,0.4963,0,0
6130,757779,12452.72754,4891784353741,1210.3424,568.99968,12452.48145,0.24609,7746,1,0.62476,0.40171999999999997,1,0.62503,0.41053,1,0.6249,0.40612,1,0.30753,0.74157,30.102729999999998,1.0,1,0.6816300000000001,0.8274600000000001,26.830040000000004,1.0,1,0.03525,-0.10552,1.19745,0.007390000000000001,0,0.02302,-0.03171,0.5318,0.006679999999999999,1,0.49896,0.4963,0,0
6131,757780,12452.74414,4891784517614,1202.8544000000002,561.6678400000001,12452.48145,0.2627,7746,1,0.55187,0.33409,1,0.64031,0.47933000000000003,1,0.59609,0.40671,1,0.30718,0.7411800000000001,30.04828,1.0,1,0.68143,0.82678,26.92431,1.0,1,0.03525,-0.10552,1.19745,0.00745,0,0.02302,-0.03171,0.5318,0.0068,1,0.49896,0.4963,0,0
6132,757781,12452.76074,4891784682438,1162.8928,521.568,12452.48145,0.2627,7746,0,0.5111399999999999,0.31849,1,0.56106,0.50198,1,0.5361,0.41023000000000004,1,0.30714,0.74111,30.0638,1.0,1,0.6813100000000001,0.82731,26.820690000000003,1.0,1,0.03525,-0.10552,1.19745,0.00747,0,0.02302,-0.03171,0.5318,0.0067599999999999995,1,0.49896,0.4963,0,0
