,CNT,TIME,TIME_TICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,RPUPILD,RPUPILV,CX,CY,CS,USER
2507,745561,12251.98242,4889776905190,1371.3408000000002,940.8448,12251.719729999999,0.2627,7202,1,0.9793799999999999,1.0717299999999998,1,0.63585,0.72887,1,0.80761,0.9003,1,0.34657,0.65863,32.356809999999996,1.0,1,0.74893,0.75735,29.03718,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0070799999999999995,1,0.04145,-0.02557,0.57296,0.00665,1,0.49896,0.4963,0,0
2508,745562,12251.999020000001,4889777069364,1370.4448,940.5785599999999,12251.719729999999,0.2793,7202,1,0.97226,1.0460399999999999,1,0.64545,0.72739,1,0.80885,0.8867200000000001,1,0.34678000000000003,0.6584399999999999,32.34814,1.0,1,0.7490399999999999,0.75758,28.95027,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00703,1,0.04145,-0.02557,0.57296,0.006640000000000001,1,0.49896,0.4963,0,0
2509,745563,12252.01562,4889777234993,1370.7648,940.32256,12251.719729999999,0.2959,7202,1,1.01742,1.04308,1,0.6332800000000001,0.72996,1,0.82535,0.8865200000000001,1,0.34675,0.65846,32.34768,1.0,1,0.74902,0.7575,28.95482,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00704,1,0.04145,-0.02557,0.57296,0.00665,1,0.49896,0.4963,0,0
2510,745564,12252.032229999999,4889777398733,1371.0464,940.0972800000001,12251.719729999999,0.3125,7202,1,1.01742,1.04308,1,0.6332800000000001,0.72996,1,0.82535,0.8865200000000001,1,0.34672,0.65869,32.11253,1.0,1,0.7490399999999999,0.75779,29.02565,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00703,1,0.04145,-0.02557,0.57296,0.00656,1,0.49896,0.4963,0,0
2511,745565,12252.04883,4889777563480,1371.392,938.2848,12251.719729999999,0.3291,7202,1,0.9847,1.02027,1,0.66887,0.6865600000000001,1,0.8267899999999999,0.85341,1,0.34612,0.65827,32.22633,1.0,1,0.74864,0.75767,29.14415,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.007109999999999999,1,0.04145,-0.02557,0.57296,0.0066,1,0.49896,0.4963,0,0
2512,745566,12252.06543,4889777727078,1371.7248,937.7728,12251.719729999999,0.3457,7202,1,1.00631,1.06833,1,0.64793,0.68772,1,0.8271200000000001,0.87803,1,0.34601,0.65838,32.42131,1.0,1,0.74842,0.75763,29.066779999999998,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0071200000000000005,1,0.04145,-0.02557,0.57296,0.00657,1,0.49896,0.4963,0,0
2513,745567,12252.08105,4889777891757,1372.032,937.312,12251.719729999999,0.36133000000000004,7202,1,1.00631,1.06833,1,0.64793,0.68772,1,0.8271200000000001,0.87803,1,0.34581999999999996,0.65838,32.45867,1.0,1,0.74833,0.75744,28.93532,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0070799999999999995,1,0.04145,-0.02557,0.57296,0.00656,1,0.49896,0.4963,0,0
2514,745568,12252.09766,4889778056005,1375.9488000000001,938.99136,12251.719729999999,0.37793000000000004,7202,1,1.14095,1.17449,1,0.6500100000000001,0.6805,1,0.8954799999999999,0.9274899999999999,1,0.34562,0.65838,32.30502,1.0,1,0.74767,0.75739,29.025470000000002,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00705,1,0.04145,-0.02557,0.57296,0.00659,1,0.49896,0.4963,0,0
2515,745569,12252.11426,4889778220136,1374.8736000000001,938.35648,12251.719729999999,0.39453,7202,1,0.99485,1.04302,1,0.61301,0.70522,1,0.80393,0.8741200000000001,1,0.34552,0.6584399999999999,32.4367,1.0,1,0.74756,0.75739,29.1579,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00703,1,0.04145,-0.02557,0.57296,0.0066,1,0.49896,0.4963,0,0
2516,745570,12252.13086,4889778383700,1373.888,937.7728,12251.719729999999,0.41113,7202,1,0.99485,1.04302,1,0.61301,0.70522,1,0.80393,0.8741200000000001,1,0.34521,0.6582600000000001,32.389920000000004,1.0,1,0.74733,0.7571100000000001,29.20482,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00704,1,0.04145,-0.02557,0.57296,0.006540000000000001,1,0.49896,0.4963,0,0
2517,745571,12252.14746,4889778551061,1375.0911999999998,939.22688,12251.719729999999,0.42773,7202,1,1.0635700000000001,1.08346,1,0.63438,0.77044,1,0.84898,0.92695,1,0.34467,0.65803,32.37644,1.0,1,0.7469399999999999,0.75694,28.8716,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0070799999999999995,1,0.04145,-0.02557,0.57296,0.00659,1,0.49896,0.4963,0,0
2518,745572,12252.16309,4889778711576,1374.5919999999999,941.0700800000001,12251.719729999999,0.44336000000000003,7202,1,0.9524299999999999,1.06308,1,0.67432,0.81698,1,0.81338,0.9400299999999999,1,0.34448,0.6580699999999999,32.30328,1.0,1,0.7468100000000001,0.75646,28.684929999999998,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00703,1,0.04145,-0.02557,0.57296,0.00665,1,0.49896,0.4963,0,0
2519,745573,12252.17969,4889778876096,1374.1311999999998,942.76992,12251.719729999999,0.45996000000000004,7202,1,0.9524299999999999,1.06308,1,0.67432,0.81698,1,0.81338,0.9400299999999999,1,0.34438,0.65788,32.6311,1.0,1,0.7464,0.75656,29.159329999999997,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00703,1,0.04145,-0.02557,0.57296,0.00659,1,0.49896,0.4963,0,0
2520,745574,12252.19629,4889779039877,1380.5312,946.8761599999999,12251.719729999999,0.47656000000000004,7202,1,1.27511,1.28335,1,0.67191,0.74346,1,0.97351,1.0134,1,0.344,0.65692,32.58285,1.0,1,0.74592,0.7557699999999999,28.744629999999997,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00703,1,0.04145,-0.02557,0.57296,0.00662,1,0.49896,0.4963,0,0
2521,745575,12252.21289,4889779203779,1379.6096000000002,947.20384,12251.719729999999,0.49316000000000004,7202,1,0.97744,1.09622,1,0.6352,0.7184,1,0.80632,0.9073100000000001,1,0.3438,0.65693,32.62016,1.0,1,0.74578,0.75576,28.942529999999998,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00702,1,0.04145,-0.02557,0.57296,0.00658,1,0.49896,0.4963,0,0
2522,745576,12252.22949,4889779369521,1378.752,947.5110400000001,12251.719729999999,0.50977,7202,1,0.97744,1.09622,1,0.6352,0.7184,1,0.80632,0.9073100000000001,1,0.34341,0.65692,32.470459999999996,1.0,1,0.74564,0.75552,28.7981,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0070599999999999994,1,0.04145,-0.02557,0.57296,0.00656,1,0.49896,0.4963,0,0
2523,745577,12252.24609,4889779533727,1382.8223999999998,949.1699199999999,12251.719729999999,0.52637,7202,1,1.21359,1.24235,1,0.65067,0.6605800000000001,1,0.9321299999999999,0.9514600000000001,1,0.34315,0.6561,32.421929999999996,1.0,1,0.74512,0.7553,28.878709999999998,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00705,1,0.04145,-0.02557,0.57296,0.00656,1,0.49896,0.4963,0,0
2524,745578,12252.26172,4889779698263,1407.7184,972.4352,12251.719729999999,0.52637,7202,0,1.089,1.10996,1,0.65683,0.74471,1,0.87292,0.9273299999999999,1,0.34307,0.65617,32.4185,1.0,1,0.7449399999999999,0.75493,29.009829999999997,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00703,1,0.04145,-0.02557,0.57296,0.00658,1,0.49896,0.4963,0,0
2525,745579,12252.27832,4889779862166,1422.528,975.0156800000001,12251.719729999999,0.52637,7202,0,1.089,1.10996,1,0.65683,0.74471,1,0.87292,0.9273299999999999,1,0.34303,0.65598,32.610820000000004,1.0,1,0.7449100000000001,0.75478,28.92277,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00701,1,0.04145,-0.02557,0.57296,0.0066,1,0.49896,0.4963,0,0
2526,745580,12252.29492,4889780025903,1418.9568,977.05344,12251.719729999999,0.52637,7202,0,1.07067,1.12398,1,0.6352899999999999,0.7376,1,0.85298,0.93079,1,0.34304,0.6552600000000001,32.54808,1.0,1,0.7447699999999999,0.75465,28.8351,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0070799999999999995,1,0.04145,-0.02557,0.57296,0.00658,1,0.49896,0.4963,0,0
2527,745581,12252.311520000001,4889780190436,1432.8576,992.608,12252.26172,0.0498,7203,1,1.11717,1.1648100000000001,1,0.68686,0.81038,1,0.9020100000000001,0.9876,1,0.34288,0.6554300000000001,32.85869,1.0,1,0.74474,0.75464,28.751990000000003,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00707,1,0.04145,-0.02557,0.57296,0.00663,1,0.49896,0.4963,0,0
2528,745582,12252.32812,4889780356379,1441.2032,1001.9468800000001,12252.26172,0.06641,7203,1,1.11717,1.1648100000000001,1,0.68686,0.81038,1,0.9020100000000001,0.9876,1,0.34289000000000003,0.6554300000000001,32.93387,1.0,1,0.74471,0.7548,28.77845,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00702,1,0.04145,-0.02557,0.57296,0.00659,1,0.49896,0.4963,0,0
2529,745583,12252.344729999999,4889780520409,1410.7648,985.0713599999999,12252.26172,0.08301,7203,1,0.76562,0.86039,1,0.70092,0.8441,1,0.73327,0.85225,1,0.34342,0.65592,32.255390000000006,1.0,1,0.74527,0.75492,28.72033,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00698,1,0.04145,-0.02557,0.57296,0.00657,1,0.49896,0.4963,0,0
2530,745584,12252.36035,4889780683899,1398.5664,963.7004800000001,12252.26172,0.09863,7203,1,0.8499700000000001,0.8889600000000001,1,0.7209,0.68807,1,0.7854300000000001,0.78852,1,0.34339000000000003,0.6561899999999999,31.91848,1.0,1,0.7450399999999999,0.75534,28.959490000000002,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0070799999999999995,1,0.04145,-0.02557,0.57296,0.00657,1,0.49896,0.4963,0,0
2531,745585,12252.37695,4889780847873,1389.4144,947.6646400000001,12252.26172,0.11523,7203,1,0.8499700000000001,0.8889600000000001,1,0.7209,0.68807,1,0.7854300000000001,0.78852,1,0.34343,0.6562600000000001,32.10539,1.0,1,0.74505,0.75539,28.982290000000003,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0070799999999999995,1,0.04145,-0.02557,0.57296,0.00657,1,0.49896,0.4963,0,0
2532,745586,12252.39355,4889781012966,1389.888,939.7184,12252.26172,0.13184,7203,1,0.9673799999999999,0.9580299999999999,1,0.71019,0.6984600000000001,1,0.83878,0.82824,1,0.34305,0.6564800000000001,32.53053,1.0,1,0.7449899999999999,0.75557,28.844640000000002,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00702,1,0.04145,-0.02557,0.57296,0.00656,1,0.49896,0.4963,0,0
2533,745587,12252.41016,4889781176992,1385.2672,926.18112,12252.26172,0.14844000000000002,7203,1,0.8257700000000001,0.8498700000000001,1,0.77378,0.6665399999999999,1,0.79978,0.7582,1,0.34299,0.65673,32.43274,1.0,1,0.7448,0.75557,28.87967,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.007,1,0.04145,-0.02557,0.57296,0.00656,1,0.49896,0.4963,0,0
2534,745588,12252.42676,4889781341166,1381.4912,915.1116800000001,12252.26172,0.16504000000000002,7203,1,0.8257700000000001,0.8498700000000001,1,0.77378,0.6665399999999999,1,0.79978,0.7582,1,0.34294,0.65683,32.2257,1.0,1,0.74465,0.75569,28.91535,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00701,1,0.04145,-0.02557,0.57296,0.00659,1,0.49896,0.4963,0,0
2535,745589,12252.44336,4889781505813,1379.0336,910.16576,12252.26172,0.18164,7203,1,0.87055,0.91745,1,0.74203,0.69924,1,0.80629,0.80834,1,0.34252,0.65717,32.15767,1.0,1,0.74443,0.75545,28.720840000000003,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00704,1,0.04145,-0.02557,0.57296,0.006690000000000001,1,0.49896,0.4963,0,0
2536,745590,12252.45898,4889781670202,1373.2096000000001,901.8816,12252.26172,0.19727,7203,1,0.82119,0.81117,1,0.71507,0.70155,1,0.76813,0.75636,1,0.34238,0.65698,32.39565,1.0,1,0.74428,0.75539,28.88467,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00701,1,0.04145,-0.02557,0.57296,0.006690000000000001,1,0.49896,0.4963,0,0
2537,745591,12252.47559,4889781833918,1368.2048,894.7852800000001,12252.26172,0.21386999999999998,7203,1,0.82119,0.81117,1,0.71507,0.70155,1,0.76813,0.75636,1,0.34223000000000003,0.65699,32.186809999999994,1.0,1,0.7442,0.75535,28.945090000000004,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.007,1,0.04145,-0.02557,0.57296,0.00662,1,0.49896,0.4963,0,0
2538,745592,12252.49219,4889781998743,1364.4928,894.80576,12252.26172,0.23046999999999998,7203,1,0.86274,0.9296,1,0.688,0.76389,1,0.77537,0.8467399999999999,1,0.3421,0.65676,32.029140000000005,1.0,1,0.7440399999999999,0.75543,28.990959999999998,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00702,1,0.04145,-0.02557,0.57296,0.006540000000000001,1,0.49896,0.4963,0,0
2539,745593,12252.50879,4889782162214,1342.7712,862.0889599999999,12252.26172,0.23046999999999998,7203,0,0.91174,0.94157,1,0.74046,0.74871,1,0.8261,0.84514,1,0.34193,0.6562899999999999,32.27288,1.0,1,0.74397,0.75546,29.07527,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0069900000000000006,1,0.04145,-0.02557,0.57296,0.00656,1,0.49896,0.4963,0,0
2540,745594,12252.52539,4889782327684,1360.0896,877.7561599999999,12252.26172,0.23046999999999998,7203,0,0.91174,0.94157,1,0.74046,0.74871,1,0.8261,0.84514,1,0.34187,0.6561100000000001,32.198890000000006,1.0,1,0.74379,0.75543,29.07651,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00701,1,0.04145,-0.02557,0.57296,0.00658,1,0.49896,0.4963,0,0
2541,745595,12252.54199,4889782496418,1341.7728000000002,865.33504,12252.26172,0.23046999999999998,7203,0,0.82963,0.8362299999999999,1,0.70967,0.75066,1,0.76965,0.7934399999999999,1,0.34173000000000003,0.65622,31.91596,1.0,1,0.74369,0.75531,28.97643,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00703,1,0.04145,-0.02557,0.57296,0.0066099999999999996,1,0.49896,0.4963,0,0
2542,745596,12252.55762,4889782655877,1334.5408,859.8054400000001,12252.50879,0.04883,7204,1,0.82691,0.85531,1,0.72439,0.7369600000000001,1,0.77565,0.79614,1,0.34160999999999997,0.6563100000000001,32.206179999999996,1.0,1,0.74351,0.7549100000000001,29.0324,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00701,1,0.04145,-0.02557,0.57296,0.00658,1,0.49896,0.4963,0,0
2543,745597,12252.57422,4889782818625,1330.2016,856.49792,12252.50879,0.06543,7204,1,0.82691,0.85531,1,0.72439,0.7369600000000001,1,0.77565,0.79614,1,0.34131999999999996,0.6562899999999999,32.20215,1.0,1,0.74348,0.75475,29.024009999999997,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00701,1,0.04145,-0.02557,0.57296,0.00657,1,0.49896,0.4963,0,0
2544,745598,12252.59082,4889782983549,1328.2688,856.20096,12252.50879,0.08202999999999999,7204,1,0.85869,0.87365,1,0.7016899999999999,0.74107,1,0.7801899999999999,0.8073600000000001,1,0.3412,0.6563100000000001,31.82303,1.0,1,0.74343,0.75481,28.93972,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00704,1,0.04145,-0.02557,0.57296,0.00656,1,0.49896,0.4963,0,0
2545,745599,12252.60742,4889783147458,1329.5104000000001,859.97952,12252.50879,0.09863,7204,1,0.89707,0.9231299999999999,1,0.69195,0.74615,1,0.79451,0.8346399999999999,1,0.34119,0.65651,31.94605,1.0,1,0.74339,0.75479,28.858040000000003,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00703,1,0.04145,-0.02557,0.57296,0.00658,1,0.49896,0.4963,0,0
2546,745600,12252.624020000001,4889783312880,1330.4448000000002,862.816,12252.50879,0.11523,7204,1,0.89707,0.9231299999999999,1,0.69195,0.74615,1,0.79451,0.8346399999999999,1,0.34115999999999996,0.65663,31.856840000000002,1.0,1,0.74337,0.75478,28.891059999999996,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00704,1,0.04145,-0.02557,0.57296,0.00658,1,0.49896,0.4963,0,0
2547,745601,12252.63965,4889783477537,1329.728,865.38624,12252.50879,0.13086,7204,1,0.87303,0.94811,1,0.6956899999999999,0.72751,1,0.7843600000000001,0.83781,1,0.34115,0.6567,31.91852,1.0,1,0.74332,0.7548699999999999,28.89367,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00705,1,0.04145,-0.02557,0.57296,0.00657,1,0.49896,0.4963,0,0
2548,745602,12252.65625,4889783640514,1331.6352,869.48224,12252.50879,0.14745999999999998,7204,1,0.8821399999999999,0.96135,1,0.72537,0.75412,1,0.80375,0.8577299999999999,1,0.34115,0.65671,31.882559999999998,1.0,1,0.7432300000000001,0.75485,29.077370000000002,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00705,1,0.04145,-0.02557,0.57296,0.00657,1,0.49896,0.4963,0,0
2549,745603,12252.67285,4889783806300,1333.1968000000002,872.8307199999999,12252.50879,0.16405999999999998,7204,1,0.8821399999999999,0.96135,1,0.72537,0.75412,1,0.80375,0.8577299999999999,1,0.34115999999999996,0.65669,31.928559999999997,1.0,1,0.7432300000000001,0.7549100000000001,29.12718,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00704,1,0.04145,-0.02557,0.57296,0.00656,1,0.49896,0.4963,0,0
2550,745604,12252.68945,4889783969141,1327.3216,867.8540800000001,12252.50879,0.18066,7204,1,0.8245100000000001,0.8316600000000001,1,0.64844,0.70173,1,0.73647,0.7667,1,0.34105,0.6565,32.27468,1.0,1,0.74305,0.75538,29.27161,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00701,1,0.04145,-0.02557,0.57296,0.0065,1,0.49896,0.4963,0,0
2551,745605,12252.70605,4889784133646,1325.7344,870.0147199999999,12252.50879,0.19727,7204,1,0.8270799999999999,0.9859100000000001,1,0.71458,0.70941,1,0.77083,0.8476600000000001,1,0.34099,0.65665,32.51583,1.0,1,0.74297,0.7556,29.245140000000003,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.007,1,0.04145,-0.02557,0.57296,0.006540000000000001,1,0.49896,0.4963,0,0
2552,745606,12252.72168,4889784298026,1324.3648,871.86816,12252.50879,0.21289,7204,1,0.8270799999999999,0.9859100000000001,1,0.71458,0.70941,1,0.77083,0.8476600000000001,1,0.34094,0.65703,32.125890000000005,1.0,1,0.7429399999999999,0.75546,29.05204,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00702,1,0.04145,-0.02557,0.57296,0.006670000000000001,1,0.49896,0.4963,0,0
2553,745607,12252.73828,4889784463403,1323.4048,868.3148800000001,12252.50879,0.22949,7204,1,0.82824,0.83593,1,0.71835,0.70817,1,0.7733,0.77205,1,0.3409,0.6570199999999999,32.15807,1.0,1,0.7429600000000001,0.7556,29.06138,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.007,1,0.04145,-0.02557,0.57296,0.00663,1,0.49896,0.4963,0,0
2554,745608,12252.75488,4889784626642,1321.1904,865.65248,12252.50879,0.24609,7204,1,0.81282,0.8591,1,0.69985,0.6987,1,0.75634,0.7789,1,0.34087,0.65714,32.24609,1.0,1,0.7429100000000001,0.75542,28.98103,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00702,1,0.04145,-0.02557,0.57296,0.006670000000000001,1,0.49896,0.4963,0,0
2555,745609,12252.77148,4889784791928,1319.2448,863.29728,12252.50879,0.2627,7204,1,0.81282,0.8591,1,0.69985,0.6987,1,0.75634,0.7789,1,0.34081999999999996,0.65723,32.2045,1.0,1,0.7428600000000001,0.7554,28.990109999999998,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00701,1,0.04145,-0.02557,0.57296,0.006640000000000001,1,0.49896,0.4963,0,0
2556,745610,12252.78809,4889784956599,1318.6432,860.63488,12252.50879,0.2793,7204,1,0.8478899999999999,0.84834,1,0.69625,0.6894600000000001,1,0.77207,0.7689,1,0.34084000000000003,0.6571899999999999,32.12169,1.0,1,0.74278,0.755,28.849320000000002,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00702,1,0.04145,-0.02557,0.57296,0.0066099999999999996,1,0.49896,0.4963,0,0
2557,745611,12252.80469,4889785119506,1318.6432,856.33408,12252.50879,0.2959,7204,1,0.8325299999999999,0.8001199999999999,1,0.72792,0.66674,1,0.78023,0.73343,1,0.3408,0.65547,32.00257,1.0,1,0.7426699999999999,0.75366,28.72731,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.007,1,0.04145,-0.02557,0.57296,0.006409999999999999,1,0.49896,0.4963,0,0
2558,745612,12252.82129,4889785284947,1318.6432,852.4736,12252.50879,0.3125,7204,1,0.8325299999999999,0.8001199999999999,1,0.72792,0.66674,1,0.78023,0.73343,1,0.34089,0.65477,31.538870000000003,1.0,1,0.74232,0.75278,28.71074,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00702,1,0.04145,-0.02557,0.57296,0.00634,1,0.49896,0.4963,0,0
2559,745613,12252.83691,4889785447758,1323.5456,854.2144,12252.50879,0.32811999999999997,7204,1,1.01429,0.9796600000000001,1,0.70682,0.70216,1,0.86055,0.84091,1,0.34107,0.65404,30.565659999999998,1.0,1,0.74226,0.75142,28.517390000000002,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.007,1,0.04145,-0.02557,0.57296,0.00635,1,0.49896,0.4963,0,0
2560,745614,12252.85352,4889785612349,1324.8768,850.38464,12252.50879,0.34473000000000004,7204,1,0.8808799999999999,0.78498,1,0.73302,0.66408,1,0.80695,0.72453,1,0.34095,0.65366,30.846040000000002,1.0,1,0.74244,0.75136,28.58827,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00703,1,0.04145,-0.02557,0.57296,0.00635,1,0.49896,0.4963,0,0
2561,745615,12252.87012,4889785777016,1326.0928,846.88256,12252.50879,0.36133000000000004,7204,1,0.8808799999999999,0.78498,1,0.73302,0.66408,1,0.80695,0.72453,1,0.34096,0.65362,30.852190000000004,1.0,1,0.74262,0.75149,28.5757,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00703,1,0.04145,-0.02557,0.57296,0.006370000000000001,1,0.49896,0.4963,0,0
2562,745616,12252.88672,4889785940810,1327.3984,844.31232,12252.50879,0.37793000000000004,7204,1,0.96293,0.8558399999999999,1,0.65823,0.6229600000000001,1,0.81058,0.7394,1,0.34129,0.65382,30.801479999999998,1.0,1,0.74285,0.75132,28.483420000000002,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0069900000000000006,1,0.04145,-0.02557,0.57296,0.00635,1,0.49896,0.4963,0,0
2563,745617,12252.90332,4889786106087,1328.7936,808.21632,12252.50879,0.37793000000000004,7204,0,0.8606600000000001,0.75421,1,0.70553,0.64683,1,0.7831,0.70052,1,0.34148,0.65387,30.8069,1.0,1,0.74334,0.75167,28.67972,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0069900000000000006,1,0.04145,-0.02557,0.57296,0.0063100000000000005,1,0.49896,0.4963,0,0
2564,745618,12252.91895,4889786270582,1325.5808000000002,776.76928,12252.50879,0.37793000000000004,7204,0,0.8606600000000001,0.75421,1,0.70553,0.64683,1,0.7831,0.70052,1,0.34164,0.65357,31.070190000000004,1.0,1,0.74355,0.75152,28.399620000000002,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00704,1,0.04145,-0.02557,0.57296,0.00634,1,0.49896,0.4963,0,0
2565,745619,12252.93555,4889786434801,1271.68,723.3984,12252.50879,0.37793000000000004,7204,0,0.66175,0.5161,1,0.65684,0.63363,1,0.6593,0.57486,1,0.34243,0.65318,31.02617,1.0,1,0.74437,0.7520399999999999,28.621979999999997,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0069900000000000006,1,0.04145,-0.02557,0.57296,0.0063,1,0.49896,0.4963,0,0
2566,745620,12252.95215,4889786599488,1246.4895999999999,667.8976,12252.50879,0.37793000000000004,7204,0,0.7378399999999999,0.58199,1,0.72027,0.61663,1,0.72905,0.59931,1,0.34299,0.6532100000000001,31.218809999999998,1.0,1,0.7447199999999999,0.7519899999999999,28.615890000000004,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0069700000000000005,1,0.04145,-0.02557,0.57296,0.00632,1,0.49896,0.4963,0,0
2567,745621,12252.96875,4889786762616,1249.8432,654.7904,12252.50879,0.37793000000000004,7204,0,0.7378399999999999,0.58199,1,0.72027,0.61663,1,0.72905,0.59931,1,0.3434,0.6531600000000001,31.14541,1.0,1,0.7451,0.7519600000000001,28.371240000000004,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.007,1,0.04145,-0.02557,0.57296,0.00635,1,0.49896,0.4963,0,0
2568,745622,12252.98535,4889786927660,1222.848,633.2864,12252.50879,0.37793000000000004,7204,0,0.57828,0.45014,1,0.74807,0.64807,1,0.66317,0.54911,1,0.34409,0.6530199999999999,31.30146,1.0,1,0.7459,0.75229,28.42077,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00702,1,0.04145,-0.02557,0.57296,0.00636,1,0.49896,0.4963,0,0
2569,745623,12253.00195,4889787091862,1273.5872,677.14432,12252.95215,0.0498,7205,1,0.99413,0.85444,1,0.7337,0.6703899999999999,1,0.86392,0.76241,1,0.34447,0.6531,31.28293,1.0,1,0.7461800000000001,0.75247,28.64193,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0069700000000000005,1,0.04145,-0.02557,0.57296,0.006370000000000001,1,0.49896,0.4963,0,0
2570,745624,12253.01758,4889787256840,1304.0384,703.46112,12252.95215,0.06543,7205,1,0.99413,0.85444,1,0.7337,0.6703899999999999,1,0.86392,0.76241,1,0.34484000000000004,0.65323,31.077379999999998,1.0,1,0.74646,0.75263,28.23909,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0069900000000000006,1,0.04145,-0.02557,0.57296,0.006409999999999999,1,0.49896,0.4963,0,0
2571,745625,12253.03418,4889787420248,1282.8928,696.17024,12252.95215,0.08202999999999999,7205,1,0.6808,0.6079899999999999,1,0.65859,0.6258600000000001,1,0.6697,0.61692,1,0.34533,0.65357,31.21225,1.0,1,0.7469100000000001,0.7531399999999999,28.51632,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.00701,1,0.04145,-0.02557,0.57296,0.00632,1,0.49896,0.4963,0,0
2572,745626,12253.05078,4889787583696,1279.1936,695.392,12252.95215,0.09863,7205,1,0.7690100000000001,0.74048,1,0.69495,0.55384,1,0.73198,0.6471600000000001,1,0.34543,0.65427,31.03995,1.0,1,0.74717,0.7531100000000001,28.735429999999997,1.0,1,-0.02241,-0.01813,0.46718999999999994,0.0069700000000000005,1,0.04145,-0.02557,0.57296,0.00634,1,0.49896,0.4963,0,0
