               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 164,            0.018138,            0.008039,                   0,             0.79992,             0.88847,             0.83715,             0.61433,            0.007609,           0.0050903,                   0,           0.0054571,           0.0054571,           0.0054571
                 165,            0.016682,           0.0097656,                   0,             0.88856,             0.88889,             0.82124,              0.5753,           0.0080258,           0.0062913,                   0,           0.0054157,           0.0054157,           0.0054157
                 166,            0.018188,            0.010447,                   0,                 0.9,             0.99999,             0.94021,             0.81981,           0.0066553,           0.0033755,                   0,           0.0053743,           0.0053743,           0.0053743
                 167,            0.019026,             0.01022,                   0,             0.89999,             0.99993,             0.97321,             0.87129,           0.0060587,           0.0030963,                   0,           0.0053329,           0.0053329,           0.0053329
                 168,            0.019488,           0.0098591,                   0,                 0.9,             0.99998,             0.98416,             0.89596,           0.0066832,            0.003153,                   0,           0.0052917,           0.0052917,           0.0052917
                 169,            0.021266,            0.010255,                   0,             0.89999,              0.9999,             0.98415,             0.84222,           0.0075999,           0.0030437,                   0,           0.0052505,           0.0052505,           0.0052505
                 170,             0.01745,            0.010013,                   0,             0.89999,             0.99991,             0.98417,             0.92366,           0.0064236,           0.0029465,                   0,           0.0052094,           0.0052094,           0.0052094
                 171,            0.017451,           0.0078276,                   0,                 0.9,             0.99996,             0.98415,             0.93777,            0.007089,           0.0029529,                   0,           0.0051684,           0.0051684,           0.0051684
                 172,            0.016022,           0.0082168,                   0,             0.89994,                   1,             0.98415,             0.89579,           0.0070517,           0.0029243,                   0,           0.0051274,           0.0051274,           0.0051274
                 173,            0.019821,           0.0095619,                   0,             0.89989,                   1,             0.98416,             0.86672,           0.0079101,           0.0030692,                   0,           0.0050866,           0.0050866,           0.0050866
                 174,            0.018393,           0.0090491,                   0,                 0.9,             0.99999,             0.97315,             0.83721,           0.0084361,           0.0030872,                   0,           0.0050459,           0.0050459,           0.0050459
                 175,            0.020224,           0.0095814,                   0,             0.89999,             0.99992,             0.97314,             0.86974,           0.0077021,           0.0029088,                   0,           0.0050052,           0.0050052,           0.0050052
                 176,             0.01734,           0.0084169,                   0,             0.89991,                   1,             0.98415,             0.89553,           0.0069495,           0.0028044,                   0,           0.0049647,           0.0049647,           0.0049647
                 177,            0.016742,           0.0080478,                   0,             0.89999,             0.99994,             0.97314,             0.89699,             0.00619,           0.0027872,                   0,           0.0049243,           0.0049243,           0.0049243
                 178,            0.015826,           0.0080242,                   0,                 0.9,             0.99997,             0.97314,             0.87868,           0.0059838,           0.0028893,                   0,            0.004884,            0.004884,            0.004884
                 179,            0.015769,            0.008584,                   0,             0.89999,             0.99989,             0.98418,             0.91491,           0.0055565,           0.0026743,                   0,           0.0048439,           0.0048439,           0.0048439
                 180,             0.01615,           0.0095059,                   0,             0.89999,             0.99993,             0.98421,             0.81469,           0.0087482,           0.0029218,                   0,           0.0048038,           0.0048038,           0.0048038
                 181,            0.017829,           0.0094937,                   0,             0.89999,             0.99988,             0.98424,             0.88279,           0.0077033,            0.002811,                   0,           0.0047639,           0.0047639,           0.0047639
                 182,            0.014725,           0.0068869,                   0,             0.89992,                   1,             0.98426,             0.88582,           0.0063494,           0.0026407,                   0,           0.0047242,           0.0047242,           0.0047242
                 183,            0.017373,           0.0083298,                   0,             0.89996,                   1,             0.98429,             0.90123,           0.0063656,           0.0026838,                   0,           0.0046845,           0.0046845,           0.0046845
                 184,            0.018259,           0.0090829,                   0,             0.89998,             0.99985,             0.98438,             0.88019,           0.0075063,           0.0031397,                   0,            0.004645,            0.004645,            0.004645
                 185,            0.017245,           0.0085627,                   0,                   1,              0.8879,             0.97547,             0.91897,           0.0075913,            0.003133,                   0,           0.0046057,           0.0046057,           0.0046057
                 186,            0.016902,            0.008007,                   0,              0.9986,             0.88889,             0.97549,             0.76239,           0.0078265,           0.0033075,                   0,           0.0045665,           0.0045665,           0.0045665
                 187,            0.016872,           0.0089183,                   0,             0.99848,             0.88889,             0.97546,             0.86871,           0.0062072,           0.0030879,                   0,           0.0045275,           0.0045275,           0.0045275
                 188,             0.01598,           0.0087553,                   0,             0.99923,             0.88889,             0.97551,              0.9438,           0.0055346,           0.0031122,                   0,           0.0044886,           0.0044886,           0.0044886
                 189,            0.016034,           0.0094018,                   0,             0.99769,             0.88889,             0.90075,              0.7998,           0.0067862,           0.0029639,                   0,           0.0044499,           0.0044499,           0.0044499
                 190,            0.019606,           0.0095673,                   0,             0.99907,             0.88889,             0.89905,             0.78692,           0.0090132,           0.0031271,                   0,           0.0044114,           0.0044114,           0.0044114
                 191,            0.019418,           0.0083537,                   0,             0.99666,             0.88889,             0.88573,             0.82737,           0.0077366,           0.0030955,                   0,           0.0043731,           0.0043731,           0.0043731
                 192,            0.015103,           0.0076006,                   0,             0.99777,             0.88889,             0.97547,             0.87515,           0.0056184,           0.0029623,                   0,           0.0043349,           0.0043349,           0.0043349
                 193,             0.01471,           0.0079439,                   0,             0.99623,             0.88889,             0.96787,             0.93353,           0.0050535,           0.0031772,                   0,           0.0042969,           0.0042969,           0.0042969
                 194,            0.016283,           0.0081153,                   0,             0.99369,             0.88889,              0.9754,             0.94716,           0.0050064,           0.0032065,                   0,           0.0042591,           0.0042591,           0.0042591
                 195,            0.016521,           0.0078654,                   0,              0.9934,             0.88889,             0.97544,             0.88986,            0.005078,           0.0030872,                   0,           0.0042215,           0.0042215,           0.0042215
                 196,            0.016223,           0.0078945,                   0,             0.81256,                   1,             0.96323,             0.88187,           0.0066524,           0.0030524,                   0,            0.004184,            0.004184,            0.004184
                 197,            0.016893,           0.0097998,                   0,                   1,             0.88495,             0.97549,             0.86049,            0.006011,           0.0028903,                   0,           0.0041468,           0.0041468,           0.0041468
                 198,            0.013867,           0.0080443,                   0,             0.81806,             0.99926,              0.9633,             0.87864,           0.0059778,           0.0028973,                   0,           0.0041098,           0.0041098,           0.0041098
                 199,            0.012421,            0.008144,                   0,             0.81818,             0.99999,              0.9633,             0.89077,           0.0055343,           0.0029525,                   0,            0.004073,            0.004073,            0.004073
                 200,            0.013495,           0.0082405,                   0,             0.99327,             0.88889,             0.96808,             0.83692,           0.0076084,            0.003463,                   0,           0.0040364,           0.0040364,           0.0040364
                 201,            0.016095,           0.0068045,                   0,             0.89999,             0.99991,             0.98458,             0.74753,           0.0080686,           0.0040147,                   0,               0.004,               0.004,               0.004
                 202,            0.018131,           0.0084447,                   0,             0.89999,             0.99988,             0.98461,             0.86289,           0.0060754,           0.0040799,                   0,           0.0039638,           0.0039638,           0.0039638
                 203,            0.015465,           0.0074479,                   0,                 0.9,             0.99999,             0.98464,             0.86212,           0.0059069,           0.0044912,                   0,           0.0039279,           0.0039279,           0.0039279
                 204,            0.016153,            0.010738,                   0,                 0.9,             0.99997,             0.97364,             0.81474,           0.0061295,           0.0046725,                   0,           0.0038922,           0.0038922,           0.0038922
                 205,            0.013621,           0.0076709,                   0,                 0.9,             0.99997,             0.96264,             0.82886,           0.0068588,           0.0037617,                   0,           0.0038567,           0.0038567,           0.0038567
                 206,            0.017565,           0.0073647,                   0,             0.89999,             0.99988,             0.96258,             0.82702,           0.0074055,           0.0031928,                   0,           0.0038214,           0.0038214,           0.0038214
                 207,            0.014117,           0.0085731,                   0,             0.89999,             0.99994,             0.95149,             0.86267,           0.0055038,           0.0034391,                   0,           0.0037864,           0.0037864,           0.0037864
                 208,            0.014451,           0.0074397,                   0,             0.81785,                   1,             0.95107,             0.84627,           0.0057567,           0.0032723,                   0,           0.0037517,           0.0037517,           0.0037517
                 209,            0.013852,           0.0082029,                   0,             0.81786,                   1,             0.95108,             0.86626,           0.0060186,            0.003184,                   0,           0.0037171,           0.0037171,           0.0037171
                 210,            0.013268,           0.0062951,                   0,             0.81761,                   1,             0.96329,             0.86758,           0.0056937,           0.0030408,                   0,           0.0036829,           0.0036829,           0.0036829
                 211,            0.014677,             0.00753,                   0,             0.81777,                   1,             0.96327,             0.87995,           0.0046609,           0.0030425,                   0,           0.0036489,           0.0036489,           0.0036489
                 212,            0.017216,           0.0096072,                   0,                 0.9,             0.99996,             0.97353,             0.85122,           0.0059306,            0.002955,                   0,           0.0036151,           0.0036151,           0.0036151
                 213,            0.013829,            0.006413,                   0,                 0.9,             0.99999,             0.97354,             0.91379,           0.0049955,           0.0027423,                   0,           0.0035816,           0.0035816,           0.0035816
                 214,            0.012916,           0.0067027,                   0,             0.89998,                   1,              0.9735,             0.89539,           0.0043851,           0.0027136,                   0,           0.0035484,           0.0035484,           0.0035484
                 215,            0.016059,           0.0080885,                   0,                 0.9,             0.99997,             0.97344,             0.86478,            0.004659,           0.0027319,                   0,           0.0035154,           0.0035154,           0.0035154
                 216,            0.013924,           0.0078293,                   0,             0.89999,                   1,              0.9844,             0.93003,           0.0050986,            0.002982,                   0,           0.0034827,           0.0034827,           0.0034827
                 217,            0.014849,           0.0082594,                   0,             0.89999,             0.99991,             0.98447,             0.79681,           0.0080705,           0.0032241,                   0,           0.0034503,           0.0034503,           0.0034503
                 218,            0.017283,           0.0084323,                   0,             0.89999,             0.99987,             0.98456,             0.85433,           0.0056161,           0.0029214,                   0,           0.0034182,           0.0034182,           0.0034182
                 219,            0.013748,           0.0069749,                   0,             0.89999,             0.99989,             0.98448,             0.90764,           0.0049806,           0.0029552,                   0,           0.0033863,           0.0033863,           0.0033863
                 220,            0.015388,           0.0080221,                   0,             0.89999,              0.9999,             0.98453,             0.93847,           0.0047466,           0.0029044,                   0,           0.0033548,           0.0033548,           0.0033548
                 221,            0.012069,           0.0066199,                   0,             0.89999,             0.99994,             0.98442,             0.93836,           0.0053642,           0.0029088,                   0,           0.0033235,           0.0033235,           0.0033235
                 222,            0.012716,           0.0075795,                   0,                   1,             0.88879,             0.97543,             0.95269,           0.0050127,           0.0028321,                   0,           0.0032925,           0.0032925,           0.0032925
                 223,            0.015186,           0.0077504,                   0,             0.89999,             0.99993,             0.98449,             0.92396,           0.0052379,           0.0027897,                   0,           0.0032618,           0.0032618,           0.0032618
                 224,            0.012631,           0.0066542,                   0,                 0.9,                   1,             0.98453,             0.95563,           0.0045123,           0.0029245,                   0,           0.0032314,           0.0032314,           0.0032314
                 225,            0.014992,           0.0088085,                   0,             0.89999,             0.99994,             0.97357,             0.93595,           0.0045385,           0.0030215,                   0,           0.0032013,           0.0032013,           0.0032013
                 226,            0.012418,           0.0073705,                   0,             0.89989,                   1,             0.97361,             0.95382,           0.0043578,            0.003166,                   0,           0.0031716,           0.0031716,           0.0031716
                 227,            0.015231,           0.0077561,                   0,             0.89999,                   1,             0.97354,             0.91154,           0.0040422,           0.0033056,                   0,           0.0031421,           0.0031421,           0.0031421
                 228,            0.013964,           0.0066273,                   0,             0.89993,                   1,             0.97354,             0.88971,           0.0056069,           0.0034701,                   0,            0.003113,            0.003113,            0.003113
                 229,            0.011857,           0.0070776,                   0,             0.89999,              0.9999,             0.97353,             0.93659,           0.0044954,           0.0033382,                   0,           0.0030841,           0.0030841,           0.0030841
                 230,            0.012922,           0.0080389,                   0,             0.89999,             0.99994,              0.9736,             0.90162,           0.0042406,           0.0032854,                   0,           0.0030556,           0.0030556,           0.0030556
                 231,            0.012599,           0.0070031,                   0,             0.89999,              0.9999,             0.97364,             0.86925,           0.0045492,            0.003338,                   0,           0.0030274,           0.0030274,           0.0030274
                 232,            0.014167,           0.0069436,                   0,                 0.9,             0.99996,             0.97359,             0.90865,           0.0050362,           0.0036484,                   0,           0.0029996,           0.0029996,           0.0029996
                 233,             0.01464,           0.0084308,                   0,             0.89999,             0.99991,             0.97364,             0.84454,            0.006217,           0.0038471,                   0,            0.002972,            0.002972,            0.002972
                 234,            0.016026,           0.0072426,                   0,             0.89999,             0.99992,             0.97361,              0.9097,           0.0047703,           0.0036533,                   0,           0.0029448,           0.0029448,           0.0029448
                 235,             0.01493,           0.0065693,                   0,                 0.9,             0.99998,              0.9736,             0.92809,            0.004768,           0.0035766,                   0,           0.0029179,           0.0029179,           0.0029179
                 236,            0.012699,           0.0079402,                   0,             0.89994,                   1,             0.97363,             0.89006,           0.0047564,           0.0037326,                   0,           0.0028914,           0.0028914,           0.0028914
                 237,            0.013675,           0.0079451,                   0,             0.89999,             0.99986,             0.97356,             0.86339,           0.0055366,           0.0037777,                   0,           0.0028652,           0.0028652,           0.0028652
                 238,            0.012356,           0.0068963,                   0,             0.89998,             0.99985,             0.97353,             0.82076,           0.0064034,            0.003937,                   0,           0.0028394,           0.0028394,           0.0028394
                 239,            0.015751,           0.0081703,                   0,                 0.9,             0.99998,             0.97355,             0.86204,           0.0050558,           0.0038813,                   0,           0.0028139,           0.0028139,           0.0028139
                 240,            0.014025,           0.0071364,                   0,             0.89999,             0.99991,             0.97345,             0.85433,           0.0054975,           0.0036928,                   0,           0.0027887,           0.0027887,           0.0027887
                 241,            0.010737,           0.0059302,                   0,                 0.9,             0.99996,             0.97351,             0.87646,           0.0055859,           0.0036133,                   0,           0.0027639,           0.0027639,           0.0027639
                 242,            0.011343,           0.0071434,                   0,                 0.9,             0.99998,             0.97355,              0.8681,            0.005635,           0.0033792,                   0,           0.0027395,           0.0027395,           0.0027395
                 243,            0.012083,           0.0070024,                   0,             0.81767,             0.99688,             0.96325,             0.85781,           0.0058239,           0.0034941,                   0,           0.0027154,           0.0027154,           0.0027154
                 244,            0.011778,            0.005833,                   0,             0.88887,             0.88889,             0.95569,             0.83789,           0.0067688,           0.0033353,                   0,           0.0026917,           0.0026917,           0.0026917
                 245,            0.013392,            0.007737,                   0,             0.88885,             0.88889,             0.95573,             0.81935,           0.0058961,           0.0035738,                   0,           0.0026683,           0.0026683,           0.0026683
                 246,            0.011121,           0.0064834,                   0,             0.88883,             0.88889,             0.95577,             0.82778,           0.0054961,           0.0037838,                   0,           0.0026453,           0.0026453,           0.0026453
                 247,            0.013245,           0.0072644,                   0,             0.88885,             0.88889,              0.9558,             0.83515,            0.005604,           0.0040653,                   0,           0.0026227,           0.0026227,           0.0026227
                 248,            0.010916,           0.0064725,                   0,             0.88886,             0.88889,             0.94949,             0.83066,           0.0052893,           0.0051896,                   0,           0.0026004,           0.0026004,           0.0026004
                 249,            0.012045,           0.0070985,                   0,             0.88878,             0.88889,              0.9496,             0.87454,           0.0053282,           0.0044559,                   0,           0.0025785,           0.0025785,           0.0025785
                 250,            0.013891,           0.0078189,                   0,             0.88876,             0.88889,             0.94956,             0.83922,           0.0051913,           0.0038716,                   0,            0.002557,            0.002557,            0.002557
                 251,            0.013008,           0.0063036,                   0,             0.88876,             0.88889,             0.94947,             0.89465,           0.0051124,           0.0035384,                   0,           0.0025359,           0.0025359,           0.0025359
                 252,            0.011016,           0.0058629,                   0,                   1,             0.88742,             0.96165,             0.88524,           0.0048036,           0.0032598,                   0,           0.0025151,           0.0025151,           0.0025151
                 253,             0.01143,           0.0054536,                   0,                   1,             0.88846,             0.96796,             0.92949,           0.0045221,           0.0035078,                   0,           0.0024948,           0.0024948,           0.0024948
                 254,            0.011729,           0.0071989,                   0,                   1,             0.88761,             0.96168,             0.84405,           0.0066102,            0.004466,                   0,           0.0024748,           0.0024748,           0.0024748
                 255,            0.013732,           0.0066044,                   0,             0.99892,             0.88889,             0.96805,             0.89168,           0.0050313,           0.0044823,                   0,           0.0024552,           0.0024552,           0.0024552
                 256,            0.013153,           0.0083542,                   0,             0.99996,             0.88889,             0.96799,             0.89806,           0.0050254,           0.0041587,                   0,            0.002436,            0.002436,            0.002436
                 257,            0.012065,           0.0071673,                   0,             0.99954,             0.88889,             0.96173,             0.89355,           0.0047506,           0.0041564,                   0,           0.0024172,           0.0024172,           0.0024172
                 258,            0.015202,           0.0084074,                   0,             0.99994,             0.88889,             0.95626,             0.88971,           0.0043632,           0.0040112,                   0,           0.0023987,           0.0023987,           0.0023987
                 259,             0.01345,           0.0072567,                   0,             0.99995,             0.88889,             0.95162,             0.87135,           0.0054019,           0.0035746,                   0,           0.0023807,           0.0023807,           0.0023807
                 260,             0.01362,            0.007878,                   0,             0.99994,             0.88889,              0.9104,             0.87947,           0.0045185,            0.003396,                   0,           0.0023631,           0.0023631,           0.0023631
                 261,            0.012099,           0.0067028,                   0,             0.99997,             0.88889,             0.91329,              0.8375,           0.0045559,           0.0032063,                   0,           0.0023458,           0.0023458,           0.0023458
                 262,           0.0097062,           0.0055942,                   0,             0.99998,             0.88889,             0.96194,             0.86586,           0.0043326,           0.0030142,                   0,            0.002329,            0.002329,            0.002329
                 263,            0.011491,           0.0057209,                   0,             0.99978,             0.88889,             0.96177,             0.88936,           0.0044292,           0.0028804,                   0,           0.0023125,           0.0023125,           0.0023125
                 264,            0.011137,           0.0069084,                   0,             0.99967,             0.88889,              0.9328,             0.87393,           0.0041866,            0.002615,                   0,           0.0022965,           0.0022965,           0.0022965
                 265,            0.010941,           0.0057096,                   0,                 0.9,             0.99996,             0.98462,             0.80084,           0.0054109,           0.0027745,                   0,           0.0022809,           0.0022809,           0.0022809
                 266,            0.010867,           0.0053763,                   0,              0.9997,             0.88889,              0.9755,             0.85857,           0.0043528,           0.0027051,                   0,           0.0022657,           0.0022657,           0.0022657
                 267,            0.011462,           0.0061549,                   0,             0.99971,             0.88889,             0.96796,             0.87192,           0.0043233,           0.0027373,                   0,           0.0022509,           0.0022509,           0.0022509
                 268,            0.013595,           0.0071375,                   0,             0.99973,             0.88889,             0.96791,             0.86084,           0.0041745,           0.0027517,                   0,           0.0022365,           0.0022365,           0.0022365
                 269,            0.013273,           0.0080592,                   0,             0.89999,             0.99993,             0.98443,             0.86251,           0.0050861,            0.003007,                   0,           0.0022225,           0.0022225,           0.0022225
                 270,             0.01161,           0.0065606,                   0,                 0.9,             0.99997,             0.98445,             0.88067,           0.0047691,           0.0027654,                   0,           0.0022089,           0.0022089,           0.0022089
                 271,             0.01207,           0.0068201,                   0,             0.89999,             0.99988,             0.98444,             0.83698,           0.0050144,           0.0028322,                   0,           0.0021958,           0.0021958,           0.0021958
                 272,            0.012536,           0.0064283,                   0,                 0.9,             0.99996,             0.98446,              0.8803,           0.0046092,           0.0026492,                   0,            0.002183,            0.002183,            0.002183
                 273,           0.0099818,           0.0052983,                   0,             0.99969,             0.88889,             0.97537,             0.90014,           0.0051037,           0.0026444,                   0,           0.0021707,           0.0021707,           0.0021707
                 274,            0.012335,           0.0085805,                   0,             0.99913,             0.88889,             0.97537,             0.90013,            0.005299,           0.0026494,                   0,           0.0021588,           0.0021588,           0.0021588
                 275,            0.011037,           0.0057253,                   0,             0.89999,             0.99986,             0.98438,              0.8566,           0.0046302,           0.0027478,                   0,           0.0021473,           0.0021473,           0.0021473
                 276,            0.012313,           0.0055833,                   0,             0.89999,             0.99986,             0.98434,             0.83624,           0.0053317,           0.0025939,                   0,           0.0021363,           0.0021363,           0.0021363
                 277,            0.011522,           0.0065644,                   0,                 0.9,             0.99999,             0.98433,             0.89252,           0.0046332,           0.0022788,                   0,           0.0021257,           0.0021257,           0.0021257
                 278,             0.01316,           0.0062204,                   0,             0.99974,             0.88889,             0.97534,             0.89538,            0.004695,           0.0021757,                   0,           0.0021155,           0.0021155,           0.0021155
                 279,            0.010561,           0.0066843,                   0,             0.99918,             0.88889,             0.97531,             0.88435,           0.0046156,           0.0021775,                   0,           0.0021057,           0.0021057,           0.0021057
                 280,           0.0096673,           0.0058943,                   0,             0.99924,             0.88889,             0.97534,             0.89401,            0.005245,           0.0022327,                   0,           0.0020963,           0.0020963,           0.0020963
                 281,             0.01074,           0.0059885,                   0,             0.89999,             0.99989,             0.98439,             0.90983,           0.0046916,           0.0022597,                   0,           0.0020874,           0.0020874,           0.0020874
                 282,           0.0099995,           0.0050071,                   0,             0.89999,             0.99988,             0.98437,             0.86735,           0.0056398,           0.0025658,                   0,           0.0020789,           0.0020789,           0.0020789
                 283,            0.011088,           0.0058586,                   0,             0.89999,             0.99988,             0.98441,             0.91142,           0.0051248,           0.0026528,                   0,           0.0020709,           0.0020709,           0.0020709
                 284,           0.0096041,            0.005693,                   0,             0.89999,             0.99985,             0.98439,             0.91141,           0.0052123,           0.0029813,                   0,           0.0020632,           0.0020632,           0.0020632
                 285,            0.012763,           0.0074654,                   0,             0.89999,             0.99986,             0.98445,             0.91148,           0.0053294,           0.0035613,                   0,            0.002056,            0.002056,            0.002056
                 286,            0.011126,           0.0070996,                   0,             0.99888,             0.88889,             0.97542,               0.821,           0.0063661,           0.0038114,                   0,           0.0020492,           0.0020492,           0.0020492
                 287,            0.011978,           0.0076333,                   0,             0.89999,             0.99986,             0.98449,             0.85927,           0.0054123,           0.0038436,                   0,           0.0020429,           0.0020429,           0.0020429
                 288,            0.011168,           0.0054793,                   0,             0.89994,                   1,              0.9845,             0.84486,           0.0053223,           0.0039167,                   0,            0.002037,            0.002037,            0.002037
                 289,           0.0098653,           0.0052152,                   0,             0.89999,              0.9999,             0.98449,             0.82679,           0.0054912,           0.0041632,                   0,           0.0020315,           0.0020315,           0.0020315
                 290,            0.010808,           0.0061213,                   0,             0.89999,              0.9999,             0.98447,             0.85672,           0.0055531,           0.0042053,                   0,           0.0020265,           0.0020265,           0.0020265
                 291,            0.010643,           0.0061041,                   0,             0.89999,             0.99993,             0.98451,               0.835,           0.0053252,           0.0044329,                   0,           0.0020219,           0.0020219,           0.0020219
                 292,            0.010985,           0.0064087,                   0,             0.89999,             0.99993,             0.98449,              0.8626,           0.0052944,           0.0045963,                   0,           0.0020178,           0.0020178,           0.0020178
                 293,            0.011959,            0.006465,                   0,             0.89999,             0.99993,             0.98446,               0.872,           0.0049246,           0.0044943,                   0,            0.002014,            0.002014,            0.002014
                 294,             0.01043,            0.006465,                   0,             0.89999,             0.99991,             0.98445,             0.87198,           0.0050203,           0.0042766,                   0,           0.0020107,           0.0020107,           0.0020107
                 295,           0.0099119,             0.00651,                   0,             0.89999,             0.99992,             0.98446,             0.85051,           0.0051378,           0.0041333,                   0,           0.0020079,           0.0020079,           0.0020079
                 296,             0.01113,           0.0065222,                   0,             0.89999,              0.9999,             0.97347,             0.86114,           0.0055505,           0.0040587,                   0,           0.0020055,           0.0020055,           0.0020055
                 297,           0.0095596,           0.0054587,                   0,             0.88875,             0.88889,              0.8735,             0.82046,           0.0060911,           0.0042208,                   0,           0.0020035,           0.0020035,           0.0020035
                 298,            0.010116,           0.0067618,                   0,             0.88879,             0.88889,             0.88354,             0.85212,            0.005679,           0.0040344,                   0,            0.002002,            0.002002,            0.002002
                 299,           0.0088318,           0.0057884,                   0,             0.88886,             0.88889,             0.87347,              0.8511,           0.0052226,            0.003942,                   0,           0.0020009,           0.0020009,           0.0020009
