,CNT,TIME,TIME_TICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,USER,IMGID,FPOGXp,FPOGYp
0,6721,111.66262,1005604510938,0.52753,0.597,111.41618,0.24644,113,1,0.50243,0.58705,1,0.50504,0.57595,1,0.20675,0.48278,29.50101,0.9375,1,0.58349,0.53026,29.93478,1.0,1,TRIALSTART 0,IMG22.PNG,340.17338181818184,493.02545454545447
1,6722,111.67915,1005604676149,0.52613,0.59609,111.41618,0.26296,113,1,0.50243,0.58705,1,0.50504,0.57595,1,0.2077,0.48273,29.76879,0.9375,1,0.58438,0.53064,29.80972,1.0,1,IMAGENAME IMG22.PNG,IMG22.PNG,338.87010909090907,492.17832727272724
2,6723,111.69556,1005604840271,0.5252,0.59762,111.41618,0.27937,113,1,0.4644,0.70139,1,0.55441,0.54606,1,0.21012,0.482,29.95786,0.9375,1,0.58697,0.53128,29.79651,1.0,1,IMAGENAME IMG22.PNG,IMG22.PNG,338.0043636363636,493.6026181818182
3,6724,111.71211,1005605005825,0.52751,0.59561,111.41618,0.29593,113,1,0.564,0.6163,1,0.5741,0.50264,1,0.21075,0.48238,29.81691,0.9375,1,0.58749,0.53196,30.03712,1.0,1,IMAGE ONLINE AT 92384,IMG22.PNG,340.15476363636367,491.73149090909084
4,6725,111.72855,1005605170244,0.52959,0.59381,111.41618,0.31237,113,1,0.564,0.6163,1,0.5741,0.50264,1,0.21107,0.4823,29.96703,0.9375,1,0.58789,0.53231,29.79824,1.0,1,0,IMG22.PNG,342.09105454545454,490.05585454545445
5,6726,111.74512,1005605335946,0.52943,0.59466,111.41618,0.32894,113,1,0.53378,0.67382,1,0.51883,0.54988,1,0.21137,0.48304,30.02972,0.9375,1,0.58816,0.53337,29.86683,1.0,1,0,IMG22.PNG,341.942109090909,490.8471272727272
6,6727,111.76154,1005605500109,0.52872,0.5947,111.41618,0.34536,113,1,0.51111,0.6735,1,0.51673,0.51719,1,0.2114,0.48383,29.92943,0.9375,1,0.58814,0.53393,29.84454,1.0,1,0,IMG22.PNG,341.2811636363636,490.8843636363636
7,6728,111.77797,1005605664401,0.52808,0.59472,111.41618,0.36179,113,1,0.51111,0.6735,1,0.51673,0.51719,1,0.21138,0.4842,30.06491,0.9375,1,0.58807,0.53454,29.9982,1.0,1,0,IMG22.PNG,340.6853818181818,490.9029818181818
8,6729,111.79448,1005605829478,0.52956,0.59501,111.41618,0.3783,113,1,0.5676,0.71321,1,0.55979,0.49001,1,0.21105,0.48528,30.1265,0.9375,1,0.58776,0.53576,29.87922,1.0,1,0,IMG22.PNG,342.0631272727273,491.17294545454547
9,6730,111.81081,1005605992842,0.52901,0.59564,111.41618,0.39463,113,1,0.53354,0.69763,1,0.49764,0.52381,1,0.21085,0.48583,29.83858,0.9375,1,0.58741,0.53616,29.79289,1.0,1,0,IMG22.PNG,341.55112727272723,491.7594181818181
10,6731,111.82716,1005606156367,0.52849,0.59622,111.41618,0.41098,113,1,0.53354,0.69763,1,0.49764,0.52381,1,0.2107,0.48617,30.08553,0.9375,1,0.58724,0.53645,29.71677,1.0,1,0,IMG22.PNG,341.06705454545454,492.2993454545454
11,6732,111.84382,1005606322898,0.52788,0.59584,111.41618,0.42764,113,1,0.46895,0.6473,1,0.55486,0.52477,1,0.20941,0.48738,29.74733,0.9375,1,0.58604,0.53722,29.97793,1.0,1,0,IMG22.PNG,340.4992,491.9456
