CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
3920	65.62926	1005144177304	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3921	65.64555	1005144340249	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3922	65.66198	1005144504465	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3923	65.67841	1005144668830	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3924	65.69478	1005144832500	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3925	65.71118	1005144996553	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3926	65.72736	1005145158305	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3927	65.74395	1005145324188	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3928	65.76015	1005145486210	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3929	65.77657	1005145650354	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3930	65.79300	1005145814711	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3931	65.80949	1005145979590	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3932	65.82600	1005146144706	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3933	65.84235	1005146308162	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3934	65.85876	1005146472347	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3935	65.87528	1005146637488	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3936	65.89163	1005146800990	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3937	65.90800	1005146964643	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3938	65.92439	1005147128627	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3939	65.94095	1005147294154	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3940	65.95727	1005147457391	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
3941	65.97366	1005147621335	0.00000	0.00000	63.69066	0.24645	58	0	-0.41410	-4.37008	0	1.64907	0.50816	0	1.64907	0.50816	0	0.65290	0.78801	26.94513	1.00000	0	0.66159	0.78500	25.03480	1.00000	0	-0.04144	-0.00505	0.59190	0.00823	1	0.02842	-0.02829	0.71169	0.00993	1	0.29219	0.27870	0	0
