,CNT,TIME,TIME_TICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,USER,IMGID,FPOGXp,FPOGYp
0,1051276,17282.625,2482772383995,0.51197,0.48969,17281.90234,0.72266,1840,1,0.57321,0.44576,1,0.58835,0.44309,1,0.21849,0.60858,33.26029,1.0,1,0.65001,0.62936,34.82723,1.0,1,TRIALSTART 0,IMG22.PNG,325.68843636363636,393.1296
1,1051277,17282.64062,2482772548074,0.51347,0.4887,17281.90234,0.73828,1840,1,0.57321,0.44576,1,0.58835,0.44309,1,0.21807,0.60811,34.02974,1.0,1,0.64943,0.62958,34.68155,1.0,1,IMAGENAME IMG22.PNG,IMG22.PNG,327.0848,392.20799999999997
2,1051278,17282.6582,2482772714237,0.51327,0.48825,17281.90234,0.75586,1840,1,0.47847,0.43478,1,0.52932,0.50014,1,0.21641,0.60887,34.02213,1.0,1,0.64782,0.62985,34.80478,1.0,1,IMAGENAME IMG22.PNG,IMG22.PNG,326.89861818181816,391.7890909090909
3,1051279,17282.67383,2482772876482,0.51255,0.48781,17281.90234,0.77148,1840,1,0.42271,0.51164,1,0.53507,0.42218,1,0.21551,0.60901,34.21369,1.0,1,0.64694,0.6302,34.77758,1.0,1,IMAGE ONLINE AT 144525,IMG22.PNG,326.22836363636355,391.3794909090909
4,1051280,17282.68945,2482773040851,0.51168,0.48732,17281.90234,0.78711,1840,1,0.42271,0.51164,1,0.53507,0.42218,1,0.215,0.60933,34.11344,1.0,1,0.64634,0.63027,34.87551,1.0,1,0,IMG22.PNG,325.41847272727273,390.9233454545454
5,1051281,17282.70703,2482773205680,0.51062,0.4873,17281.90234,0.80469,1840,1,0.49718,0.5761,1,0.53439,0.45997,1,0.21334,0.60969,33.96529,1.0,1,0.64471,0.63044,34.77627,1.0,1,0,IMG22.PNG,324.431709090909,390.90472727272726
6,1051282,17282.72266,2482773369097,0.50819,0.48903,17281.90234,0.82031,1840,1,0.39559,0.59063,1,0.44997,0.46142,1,0.21268,0.61002,33.85728,1.0,1,0.64411,0.63042,34.80924,1.0,1,0,IMG22.PNG,322.1696,392.5152
7,1051283,17282.74023,2482773533766,0.50576,0.49076,17281.90234,0.83789,1840,1,0.39559,0.59063,1,0.44997,0.46142,1,0.21213,0.60996,33.77273,1.0,1,0.64361,0.63069,34.80092,1.0,1,0,IMG22.PNG,319.9074909090909,394.1256727272727
8,1051284,17282.75586,2482773699216,0.50323,0.49036,17281.90234,0.85352,1840,1,0.46203,0.48315,1,0.45174,0.49789,1,0.21107,0.61069,33.48591,1.0,1,0.64246,0.63091,34.85168,1.0,1,0,IMG22.PNG,317.55229090909086,393.75330909090906
9,1051285,17282.77148,2482773862397,0.50449,0.49062,17281.90234,0.86914,1840,1,0.57298,0.47925,1,0.54374,0.52023,1,0.21072,0.6101,34.44436,1.0,1,0.64212,0.63101,35.00076,1.0,1,0,IMG22.PNG,318.7252363636363,393.99534545454543
10,1051286,17282.78906,2482774026398,0.50575,0.49088,17281.90234,0.88672,1840,1,0.57298,0.47925,1,0.54374,0.52023,1,0.21024,0.61041,34.33513,1.0,1,0.64185,0.63126,34.92148,1.0,1,0,IMG22.PNG,319.8981818181818,394.23738181818175
11,1051287,17282.80469,2482774190682,0.50711,0.4903,17281.90234,0.90234,1840,1,0.51279,0.41907,1,0.59452,0.49252,1,0.21001,0.6106,33.5307,1.0,1,0.64172,0.63114,34.79598,1.0,1,0,IMG22.PNG,321.1642181818181,393.69745454545455
12,1051288,17282.82227,2482774355286,0.50823,0.49217,17281.90234,0.91992,1840,1,0.41365,0.66824,1,0.60553,0.47169,1,0.20989,0.60998,34.10722,1.0,1,0.64181,0.63108,34.75181,1.0,1,0,IMG22.PNG,322.2068363636363,395.4382545454545
13,1051289,17282.83789,2482774520483,0.50936,0.49404,17281.90234,0.93555,1840,1,0.41365,0.66824,1,0.60553,0.47169,1,0.20979,0.60969,34.15796,1.0,1,0.64186,0.63067,35.02274,1.0,1,0,IMG22.PNG,323.25876363636365,397.1790545454545
14,1051290,17282.85352,2482774683551,0.50879,0.49371,17281.90234,0.95117,1840,1,0.35661,0.49581,1,0.54252,0.41882,1,0.20984,0.60926,34.15768,1.0,1,0.64209,0.63088,35.01805,1.0,1,0,IMG22.PNG,322.72814545454537,396.8718545454545
15,1051291,17282.87109,2482774847726,0.50746,0.49267,17281.90234,0.96875,1840,1,0.39791,0.54226,1,0.53394,0.46056,1,0.20964,0.60955,34.12035,1.0,1,0.64187,0.63124,35.1291,1.0,1,0,IMG22.PNG,321.49003636363636,395.90370909090905
16,1051292,17282.88672,2482775013710,0.50612,0.49163,17281.90234,0.98438,1840,1,0.39791,0.54226,1,0.53394,0.46056,1,0.20952,0.60959,34.21472,1.0,1,0.6418,0.63129,35.1187,1.0,1,0,IMG22.PNG,320.24261818181816,394.9355636363636
17,1051293,17282.9043,2482775176909,0.50435,0.4918,17281.90234,1.00195,1840,1,0.43331,0.52424,1,0.51171,0.45999,1,0.20859,0.60958,34.41467,1.0,1,0.64113,0.63158,35.04186,1.0,1,0,IMG22.PNG,318.594909090909,395.09381818181816
18,1051294,17282.91992,2482775339976,0.50475,0.49224,17281.90234,1.01758,1840,1,0.52296,0.53759,1,0.59162,0.45893,1,0.20821,0.6096,34.17324,1.0,1,0.64068,0.63153,35.17268,1.0,1,0,IMG22.PNG,318.96727272727276,395.5034181818182
19,1051295,17282.9375,2482775505266,0.50516,0.49268,17281.90234,1.03516,1840,1,0.52296,0.53759,1,0.59162,0.45893,1,0.20779,0.60982,34.16849,1.0,1,0.6401,0.63169,35.0229,1.0,1,0,IMG22.PNG,319.34894545454546,395.91301818181813
20,1051296,17282.95312,2482775669628,0.5055,0.49009,17281.90234,1.05078,1840,1,0.54804,0.38762,1,0.53227,0.39572,1,0.20686,0.61048,34.16443,1.0,1,0.63926,0.63177,34.92435,1.0,1,0,IMG22.PNG,319.66545454545445,393.50196363636366
21,1051297,17282.96875,2482775833887,0.50351,0.48831,17281.90234,1.06641,1840,1,0.41732,0.44546,1,0.47745,0.42775,1,0.20657,0.61127,33.77556,1.0,1,0.63891,0.63213,34.88844,1.0,1,0,IMG22.PNG,317.81294545454546,391.84494545454544
22,1051298,17282.98633,2482775997604,0.50153,0.48654,17281.90234,1.08398,1840,1,0.41732,0.44546,1,0.47745,0.42775,1,0.20644,0.61096,34.53391,1.0,1,0.63886,0.63203,35.03887,1.0,1,0,IMG22.PNG,315.96974545454543,390.1972363636363
23,1051299,17283.00195,2482776162720,0.5014,0.48319,17281.90234,1.09961,1840,1,0.42217,0.36138,1,0.62267,0.27206,1,0.20719,0.60999,33.54201,1.0,1,0.63932,0.63004,34.4316,1.0,1,0,IMG22.PNG,315.8487272727272,387.0786909090909
24,1051300,17283.01953,2482776327542,0.49869,0.44631,17281.90234,1.09961,1840,0,0.54931,0.33315,1,0.54834,0.17755,1,0.2075,0.61031,32.96988,1.0,1,0.63946,0.63005,33.83461,1.0,1,0,IMG22.PNG,313.3259636363636,352.7467636363636
25,1051301,17283.03516,2482776490792,0.52376,0.35083,17281.90234,1.09961,1840,0,0.54931,0.33315,1,0.54834,0.17755,1,0.20785,0.61049,32.71444,1.0,1,0.63962,0.62967,33.85836,1.0,1,0,IMG22.PNG,336.6638545454545,263.8635636363636
26,1051302,17283.05078,2482776654880,0.54706,0.32764,17281.90234,1.09961,1840,0,0.57709,0.34957,1,0.61026,0.21294,1,0.20781,0.61261,32.37978,1.0,1,0.64011,0.63161,33.52774,1.0,1,0,IMG22.PNG,358.35403636363634,242.2757818181818
27,1051303,17283.06836,2482776819822,0.58032,0.27187,17281.90234,1.09961,1840,0,0.53466,0.2417,1,0.66225,0.31633,1,0.20819,0.61356,32.28881,1.0,1,0.64036,0.6324,33.23821,1.0,1,0,IMG22.PNG,389.3160727272726,190.3589818181818
28,1051304,17283.08398,2482776984262,0.58939,0.27544,17281.90234,1.09961,1840,0,0.53466,0.2417,1,0.66225,0.31633,1,0.20844,0.61388,32.47586,1.0,1,0.64057,0.63325,33.04324,1.0,1,0,IMG22.PNG,397.75941818181815,193.68232727272726
29,1051305,17283.10156,2482777149077,0.57214,0.30269,17281.90234,1.09961,1840,0,0.46706,0.57015,1,0.60824,0.14423,1,0.20909,0.61513,31.38429,1.0,1,0.64135,0.63509,32.54173,1.0,1,0,IMG22.PNG,381.7012363636363,219.0496
