               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  17,            0.056717,            0.024659,                   0,             0.26064,             0.77778,             0.27486,            0.097577,            0.037475,            0.015547,                   0,           0.0033884,           0.0033884,            0.069288
                  18,            0.053984,            0.023089,                   0,             0.57122,             0.44444,             0.50795,             0.17948,            0.041434,            0.012528,                   0,           0.0035745,           0.0035745,            0.067574
                  19,            0.051767,            0.022251,                   0,              0.5537,             0.55556,             0.47228,             0.12396,            0.033592,             0.01076,                   0,           0.0037601,           0.0037601,             0.06586
                  20,            0.056104,             0.02619,                   0,             0.85678,             0.66667,              0.8002,             0.27533,            0.028067,            0.010782,                   0,           0.0039452,           0.0039452,            0.064145
                  21,            0.056575,            0.024085,                   0,              0.6631,             0.65716,             0.60582,             0.14868,            0.029782,           0.0095956,                   0,           0.0041298,           0.0041298,             0.06243
                  22,            0.053718,            0.020376,                   0,             0.83237,             0.55556,             0.64957,             0.35289,            0.037701,           0.0090856,                   0,           0.0043139,           0.0043139,            0.060714
                  23,            0.052594,            0.022238,                   0,             0.72676,             0.88681,             0.74992,             0.38656,            0.029139,           0.0097888,                   0,           0.0044975,           0.0044975,            0.058997
                  24,             0.04634,             0.02074,                   0,             0.63596,             0.77778,             0.67367,             0.32947,            0.024824,           0.0097089,                   0,           0.0046804,           0.0046804,             0.05728
                  25,            0.053443,            0.018766,                   0,             0.74894,             0.66667,             0.72474,             0.22537,            0.037561,           0.0089358,                   0,           0.0048628,           0.0048628,            0.055563
                  26,            0.046709,            0.019033,                   0,             0.66654,             0.88843,             0.77492,             0.37076,            0.024302,           0.0094175,                   0,           0.0050446,           0.0050446,            0.053845
                  27,            0.045931,            0.022424,                   0,             0.88775,             0.88889,             0.90373,             0.36317,            0.026732,           0.0083122,                   0,           0.0052257,           0.0052257,            0.052126
                  28,            0.047445,            0.020417,                   0,             0.83311,             0.55556,             0.68389,              0.2357,            0.043639,           0.0082574,                   0,           0.0054061,           0.0054061,            0.050406
                  29,            0.055862,            0.015867,                   0,              0.3833,             0.55556,              0.3833,             0.10976,            0.036966,           0.0087057,                   0,           0.0055859,           0.0055859,            0.048686
                  30,            0.057669,            0.019646,                   0,             0.53183,             0.88889,              0.6421,             0.27443,            0.026915,           0.0089541,                   0,           0.0057649,           0.0057649,            0.046965
                  31,            0.046554,            0.019988,                   0,                   1,             0.88812,             0.93216,             0.37227,            0.026521,           0.0080778,                   0,           0.0059432,           0.0059432,            0.045243
                  32,            0.049533,            0.018696,                   0,             0.49912,             0.44308,             0.51854,             0.11772,            0.034694,           0.0093037,                   0,           0.0061207,           0.0061207,            0.043521
                  33,            0.054374,            0.016373,                   0,             0.49384,             0.55556,              0.4378,             0.15143,            0.032692,            0.010299,                   0,           0.0062975,           0.0062975,            0.041797
                  34,            0.051322,            0.019214,                   0,             0.99944,             0.66667,             0.75605,              0.2837,            0.030206,           0.0097936,                   0,           0.0064734,           0.0064734,            0.040073
                  35,            0.050787,            0.016571,                   0,             0.61471,             0.88889,             0.78313,             0.28764,            0.031399,           0.0084707,                   0,           0.0066485,           0.0066485,            0.038349
                  36,            0.046216,            0.019917,                   0,             0.66624,             0.66667,             0.61605,              0.1969,            0.030766,            0.010336,                   0,           0.0068228,           0.0068228,            0.036623
                  37,            0.048482,            0.015971,                   0,             0.88857,             0.88889,             0.84446,             0.34077,            0.029505,           0.0087771,                   0,           0.0069962,           0.0069962,            0.034896
                  38,            0.056473,            0.016979,                   0,             0.44091,             0.44444,             0.31194,             0.12652,            0.033035,            0.012042,                   0,           0.0071687,           0.0071687,            0.033169
                  39,            0.054521,            0.022237,                   0,             0.12019,             0.55556,            0.087703,            0.028038,            0.042725,            0.013278,                   0,           0.0073403,           0.0073403,             0.03144
                  40,             0.04063,            0.015138,                   0,             0.23005,             0.33333,             0.18234,            0.086883,            0.038303,            0.011701,                   0,            0.007511,            0.007511,            0.029711
                  41,            0.042159,               0.016,                   0,             0.59951,             0.66667,              0.5917,             0.14037,            0.032664,           0.0088891,                   0,           0.0076806,           0.0076806,            0.027981
                  42,            0.050802,            0.019424,                   0,             0.64271,                   1,             0.85045,             0.45631,            0.025666,            0.007241,                   0,           0.0078494,           0.0078494,            0.026249
                  43,            0.048257,            0.017708,                   0,             0.99912,             0.66667,             0.87602,             0.46413,            0.022433,           0.0066256,                   0,           0.0080171,           0.0080171,            0.024517
                  44,            0.051985,            0.018941,                   0,             0.45428,             0.55556,             0.42351,            0.090253,            0.039368,           0.0075602,                   0,           0.0081838,           0.0081838,            0.022784
                  45,            0.058624,            0.016426,                   0,             0.57072,             0.44444,             0.49328,             0.19143,            0.036779,            0.007007,                   0,           0.0083494,           0.0083494,            0.021049
                  46,            0.047637,            0.016243,                   0,             0.69952,             0.77617,             0.68911,             0.35024,             0.02851,           0.0070688,                   0,            0.008514,            0.008514,            0.019314
                  47,            0.047925,            0.016282,                   0,             0.63549,             0.77778,             0.71799,             0.47874,            0.023929,           0.0069366,                   0,           0.0086775,           0.0086775,            0.017577
                  48,            0.045526,            0.016773,                   0,             0.99991,             0.88889,             0.90371,             0.50085,            0.024099,            0.006624,                   0,           0.0088399,           0.0088399,             0.01584
                  49,            0.040859,            0.014804,                   0,             0.88863,             0.88889,             0.90474,             0.42215,            0.021318,           0.0066062,                   0,           0.0090011,           0.0090011,            0.014101
                  50,            0.043075,            0.017788,                   0,              0.9996,             0.88889,             0.92463,             0.59068,            0.021023,           0.0064908,                   0,           0.0091613,           0.0091613,            0.012361
                  51,            0.042535,            0.014374,                   0,             0.74985,             0.66667,             0.63018,             0.30869,            0.029283,           0.0068887,                   0,           0.0093202,           0.0093202,             0.01062
                  52,            0.050818,            0.013408,                   0,             0.99802,             0.33333,             0.43963,             0.19386,            0.027239,           0.0085861,                   0,           0.0094215,           0.0094215,           0.0094215
                  53,            0.043876,            0.015839,                   0,             0.49375,             0.54306,             0.53048,             0.25479,            0.024736,           0.0072433,                   0,           0.0094215,           0.0094215,           0.0094215
                  54,            0.041782,              0.0144,                   0,             0.83151,             0.55556,             0.68137,             0.21813,            0.020124,           0.0065664,                   0,           0.0093996,           0.0093996,           0.0093996
                  55,            0.040796,            0.015824,                   0,             0.82995,             0.55556,             0.70171,             0.26631,            0.019181,           0.0061865,                   0,           0.0093773,           0.0093773,           0.0093773
                  56,            0.039087,            0.017691,                   0,             0.29142,             0.77778,              0.4326,             0.10398,            0.026293,           0.0071875,                   0,           0.0093547,           0.0093547,           0.0093547
                  57,            0.049314,            0.017107,                   0,             0.87445,             0.77778,             0.73956,             0.33045,             0.02566,           0.0060862,                   0,           0.0093317,           0.0093317,           0.0093317
                  58,            0.044526,            0.015793,                   0,             0.99938,             0.77778,              0.8154,             0.61426,            0.022793,           0.0059146,                   0,           0.0093083,           0.0093083,           0.0093083
                  59,            0.041719,            0.016181,                   0,                   1,             0.88814,             0.90568,             0.56879,            0.020377,           0.0053813,                   0,           0.0092846,           0.0092846,           0.0092846
                  60,            0.037375,            0.014742,                   0,             0.99978,             0.88889,             0.90272,             0.69714,            0.016645,           0.0050839,                   0,           0.0092605,           0.0092605,           0.0092605
                  61,            0.035609,            0.013009,                   0,             0.88828,             0.88889,             0.88735,             0.56366,             0.02117,           0.0059395,                   0,           0.0092361,           0.0092361,           0.0092361
                  62,            0.046403,            0.017539,                   0,             0.77747,             0.77778,              0.8167,             0.21231,            0.030459,           0.0051571,                   0,           0.0092113,           0.0092113,           0.0092113
                  63,            0.050757,            0.017043,                   0,             0.53823,             0.77778,             0.71819,             0.37092,            0.021248,           0.0052505,                   0,           0.0091861,           0.0091861,           0.0091861
                  64,            0.041132,            0.015026,                   0,             0.54512,             0.66585,             0.67361,             0.34654,            0.021597,           0.0056743,                   0,           0.0091606,           0.0091606,           0.0091606
                  65,            0.032832,            0.017059,                   0,             0.53264,             0.88889,             0.67402,             0.32096,            0.019037,           0.0060389,                   0,           0.0091348,           0.0091348,           0.0091348
                  66,            0.030913,            0.016846,                   0,             0.49985,             0.88889,             0.65464,             0.39111,            0.017148,           0.0060564,                   0,           0.0091086,           0.0091086,           0.0091086
                  67,            0.031323,            0.016011,                   0,             0.66556,             0.88889,             0.71638,             0.26738,             0.02457,           0.0048919,                   0,           0.0090821,           0.0090821,           0.0090821
                  68,            0.039463,             0.01639,                   0,             0.66607,             0.66667,             0.58399,             0.27806,            0.024945,           0.0055044,                   0,           0.0090552,           0.0090552,           0.0090552
                  69,            0.038846,            0.014398,                   0,             0.88877,             0.88795,              0.8785,             0.63559,            0.016582,           0.0067027,                   0,            0.009028,            0.009028,            0.009028
                  70,            0.033408,            0.015046,                   0,             0.88869,             0.88734,             0.87542,             0.67908,            0.015342,           0.0068834,                   0,           0.0090004,           0.0090004,           0.0090004
                  71,            0.033863,            0.015434,                   0,             0.99989,             0.77778,             0.81083,             0.67411,            0.015712,           0.0066985,                   0,           0.0089726,           0.0089726,           0.0089726
                  72,            0.038536,            0.015833,                   0,             0.89996,             0.99957,             0.96212,             0.63678,            0.018796,           0.0039244,                   0,           0.0089444,           0.0089444,           0.0089444
                  73,            0.041558,            0.014936,                   0,             0.99045,                   1,             0.99514,             0.50837,            0.027588,           0.0040105,                   0,           0.0089159,           0.0089159,           0.0089159
                  74,            0.039677,            0.014109,                   0,             0.99998,                   1,              0.9951,             0.66046,            0.017352,           0.0044095,                   0,            0.008887,            0.008887,            0.008887
                  75,            0.033641,            0.017648,                   0,             0.89977,             0.99774,             0.92907,             0.63875,            0.014418,           0.0051562,                   0,           0.0088579,           0.0088579,           0.0088579
                  76,            0.033925,            0.015637,                   0,             0.88515,             0.88889,             0.90011,             0.65994,            0.013945,            0.005272,                   0,           0.0088284,           0.0088284,           0.0088284
                  77,            0.030018,             0.01444,                   0,             0.99863,                   1,             0.99509,             0.63974,            0.014277,            0.005333,                   0,           0.0087987,           0.0087987,           0.0087987
                  78,            0.037009,            0.014748,                   0,             0.81797,                   1,             0.83509,             0.29397,            0.026411,           0.0056481,                   0,           0.0087686,           0.0087686,           0.0087686
                  79,            0.044482,            0.013412,                   0,              0.9986,             0.88889,             0.93009,             0.49339,             0.01846,           0.0053107,                   0,           0.0087382,           0.0087382,           0.0087382
                  80,            0.034272,            0.015028,                   0,                   1,             0.99765,             0.99509,             0.61949,             0.01334,           0.0053178,                   0,           0.0087075,           0.0087075,           0.0087075
                  81,            0.032481,            0.014611,                   0,             0.89969,                   1,              0.9731,             0.57515,            0.012459,           0.0053472,                   0,           0.0086765,           0.0086765,           0.0086765
                  82,            0.026392,            0.013796,                   0,             0.89979,                   1,              0.9621,             0.57799,             0.01364,           0.0052767,                   0,           0.0086452,           0.0086452,           0.0086452
                  83,            0.032634,            0.015764,                   0,             0.89973,                   1,             0.97311,             0.65405,            0.015945,            0.004423,                   0,           0.0086137,           0.0086137,           0.0086137
                  84,            0.033469,             0.01082,                   0,             0.99956,             0.88889,             0.93462,             0.49884,            0.017945,            0.004678,                   0,           0.0085818,           0.0085818,           0.0085818
                  85,            0.034342,            0.011936,                   0,                   1,             0.88883,              0.9112,             0.59014,            0.014729,           0.0047184,                   0,           0.0085497,           0.0085497,           0.0085497
                  86,            0.030934,            0.014103,                   0,              0.9998,             0.88889,             0.90535,             0.65605,            0.014018,           0.0047791,                   0,           0.0085173,           0.0085173,           0.0085173
                  87,            0.026205,            0.011157,                   0,             0.99984,             0.88889,             0.89767,             0.63329,            0.013604,           0.0049881,                   0,           0.0084846,           0.0084846,           0.0084846
                  88,            0.027488,            0.014211,                   0,             0.99938,             0.88889,             0.89763,             0.63367,            0.017709,           0.0047056,                   0,           0.0084516,           0.0084516,           0.0084516
                  89,            0.035644,            0.013702,                   0,                   1,             0.88827,             0.90492,             0.42856,            0.020283,           0.0050873,                   0,           0.0084184,           0.0084184,           0.0084184
                  90,            0.035016,            0.012692,                   0,             0.99821,             0.88889,             0.91604,             0.67361,            0.015377,           0.0050474,                   0,           0.0083849,           0.0083849,           0.0083849
                  91,            0.030566,            0.013161,                   0,             0.79996,             0.88871,             0.84635,              0.5913,            0.011247,           0.0053803,                   0,           0.0083511,           0.0083511,           0.0083511
                  92,            0.027981,            0.014506,                   0,             0.72703,             0.88889,             0.82678,             0.56527,            0.010373,           0.0056526,                   0,           0.0083171,           0.0083171,           0.0083171
                  93,            0.026686,            0.015363,                   0,             0.79991,             0.88843,             0.85027,             0.53194,            0.012791,           0.0055957,                   0,           0.0082829,           0.0082829,           0.0082829
                  94,            0.027979,            0.012583,                   0,             0.85689,             0.66667,             0.81419,              0.4283,            0.021471,           0.0050069,                   0,           0.0082483,           0.0082483,           0.0082483
                  95,            0.032771,            0.012529,                   0,              0.7771,             0.77778,              0.8289,             0.56929,            0.015396,           0.0048617,                   0,           0.0082136,           0.0082136,           0.0082136
                  96,             0.02692,            0.011028,                   0,             0.99903,             0.77778,             0.86819,             0.69113,             0.01325,           0.0046116,                   0,           0.0081786,           0.0081786,           0.0081786
                  97,            0.029458,             0.01239,                   0,             0.99986,             0.77778,             0.87859,              0.7212,            0.012747,           0.0046546,                   0,           0.0081433,           0.0081433,           0.0081433
                  98,            0.025898,            0.013297,                   0,             0.88877,             0.88889,             0.88594,             0.72694,            0.011877,           0.0041666,                   0,           0.0081078,           0.0081078,           0.0081078
                  99,            0.029622,             0.01349,                   0,             0.77587,             0.77778,             0.69198,             0.50972,            0.017561,           0.0055712,                   0,           0.0080721,           0.0080721,           0.0080721
                 100,            0.033359,            0.013025,                   0,             0.85543,             0.66667,             0.63691,             0.48314,            0.016762,           0.0065438,                   0,           0.0080362,           0.0080362,           0.0080362
                 101,             0.02805,            0.013014,                   0,             0.85709,             0.66641,             0.61514,             0.51223,            0.011921,           0.0065608,                   0,               0.008,               0.008,               0.008
                 102,            0.023101,            0.010411,                   0,             0.83297,             0.55435,             0.57396,             0.40771,            0.013174,           0.0070193,                   0,           0.0079636,           0.0079636,           0.0079636
                 103,            0.024413,             0.01138,                   0,             0.82628,             0.55556,             0.56792,             0.43698,             0.01254,           0.0071989,                   0,            0.007927,            0.007927,            0.007927
                 104,            0.024887,            0.011042,                   0,             0.83319,             0.55507,             0.62763,             0.38151,            0.015955,           0.0069369,                   0,           0.0078902,           0.0078902,           0.0078902
                 105,            0.029557,            0.011862,                   0,             0.83234,             0.55556,             0.63155,               0.452,            0.019282,           0.0066516,                   0,           0.0078532,           0.0078532,           0.0078532
                 106,            0.031055,            0.011217,                   0,             0.85692,             0.66562,             0.73834,             0.47581,            0.014603,            0.006191,                   0,            0.007816,            0.007816,            0.007816
                 107,            0.028049,            0.011521,                   0,             0.74918,             0.66667,             0.65503,             0.51383,            0.011217,           0.0062187,                   0,           0.0077785,           0.0077785,           0.0077785
                 108,            0.024291,            0.011252,                   0,             0.74852,             0.66667,             0.67931,             0.56895,            0.011326,            0.005622,                   0,           0.0077409,           0.0077409,           0.0077409
                 109,            0.026194,            0.012238,                   0,                   1,             0.66622,             0.80165,             0.56839,            0.014859,           0.0053229,                   0,           0.0077031,           0.0077031,           0.0077031
                 110,            0.029691,            0.012444,                   0,             0.87436,             0.77778,             0.87013,             0.58185,            0.015045,            0.004767,                   0,           0.0076651,           0.0076651,           0.0076651
                 111,            0.030378,            0.012253,                   0,                 0.8,             0.88887,             0.90768,              0.6294,            0.013202,           0.0042246,                   0,           0.0076269,           0.0076269,           0.0076269
                 112,            0.028056,            0.011523,                   0,                   1,             0.88861,             0.94706,             0.76954,            0.012438,           0.0040739,                   0,           0.0075886,           0.0075886,           0.0075886
                 113,            0.024857,            0.011661,                   0,             0.99962,             0.88889,              0.9752,             0.86138,            0.010376,           0.0037876,                   0,           0.0075501,           0.0075501,           0.0075501
                 114,             0.02438,            0.010502,                   0,                   1,             0.88865,             0.97517,             0.86182,            0.010119,           0.0038893,                   0,           0.0075114,           0.0075114,           0.0075114
                 115,            0.025547,            0.010073,                   0,             0.89995,                   1,             0.98418,             0.64867,            0.015232,           0.0039832,                   0,           0.0074725,           0.0074725,           0.0074725
                 116,            0.025738,            0.011133,                   0,             0.99964,             0.88889,             0.97516,             0.75331,            0.013872,           0.0039618,                   0,           0.0074335,           0.0074335,           0.0074335
                 117,             0.02806,            0.010467,                   0,             0.99974,             0.88889,             0.96766,             0.81419,            0.013096,           0.0037307,                   0,           0.0073943,           0.0073943,           0.0073943
                 118,            0.025093,            0.012905,                   0,             0.89993,                   1,             0.98415,             0.82527,            0.012411,           0.0035543,                   0,            0.007355,            0.007355,            0.007355
                 119,            0.020536,            0.010084,                   0,             0.89964,                   1,             0.98417,             0.85284,            0.009429,           0.0033917,                   0,           0.0073155,           0.0073155,           0.0073155
                 120,            0.022604,            0.010689,                   0,             0.89996,             0.99962,             0.98415,             0.70127,            0.019111,           0.0037898,                   0,           0.0072758,           0.0072758,           0.0072758
                 121,            0.029394,            0.011797,                   0,             0.99973,                   1,             0.99517,             0.66484,            0.012681,           0.0032586,                   0,           0.0072361,           0.0072361,           0.0072361
                 122,            0.026878,            0.010227,                   0,             0.99973,                   1,             0.99516,             0.81078,            0.011249,           0.0032861,                   0,           0.0071962,           0.0071962,           0.0071962
                 123,            0.022456,           0.0098749,                   0,                   1,             0.99962,             0.99518,             0.82597,           0.0098548,           0.0032099,                   0,           0.0071561,           0.0071561,           0.0071561
                 124,            0.019828,           0.0095842,                   0,             0.89996,                   1,             0.98419,             0.80758,           0.0095519,            0.003161,                   0,            0.007116,            0.007116,            0.007116
                 125,            0.020159,            0.010176,                   0,                   1,             0.99999,             0.99517,              0.7933,              0.0114,           0.0031721,                   0,           0.0070757,           0.0070757,           0.0070757
                 126,            0.025118,           0.0098907,                   0,                   1,             0.99976,             0.99517,              0.5575,            0.020903,           0.0038989,                   0,           0.0070353,           0.0070353,           0.0070353
                 127,            0.032951,            0.010505,                   0,                   1,             0.99951,             0.99515,             0.73476,            0.012623,           0.0034722,                   0,           0.0069948,           0.0069948,           0.0069948
                 128,            0.024422,            0.010638,                   0,             0.99963,                   1,             0.99516,              0.7339,            0.010388,           0.0034539,                   0,           0.0069541,           0.0069541,           0.0069541
                 129,            0.023036,            0.010149,                   0,                   1,             0.99986,             0.99517,             0.79401,            0.010242,           0.0032956,                   0,           0.0069134,           0.0069134,           0.0069134
                 130,             0.01887,            0.010533,                   0,             0.99993,                   1,             0.99519,             0.80157,           0.0099888,           0.0032259,                   0,           0.0068726,           0.0068726,           0.0068726
                 131,              0.0224,           0.0089494,                   0,             0.89979,                   1,             0.98425,             0.82333,            0.011052,            0.003211,                   0,           0.0068316,           0.0068316,           0.0068316
                 132,            0.024051,            0.011355,                   0,             0.89999,              0.9999,              0.9843,             0.78089,            0.012337,           0.0031214,                   0,           0.0067906,           0.0067906,           0.0067906
                 133,             0.02421,           0.0096388,                   0,                   1,             0.99999,             0.99532,             0.67612,            0.013081,           0.0030989,                   0,           0.0067495,           0.0067495,           0.0067495
                 134,            0.021289,           0.0085675,                   0,                   1,             0.99993,             0.99528,             0.81634,             0.00989,           0.0027466,                   0,           0.0067083,           0.0067083,           0.0067083
                 135,            0.020194,           0.0077432,                   0,                   1,             0.99992,              0.9952,             0.81103,            0.009105,           0.0026717,                   0,           0.0066671,           0.0066671,           0.0066671
                 136,            0.019818,           0.0090705,                   0,             0.99991,                   1,             0.99516,             0.64389,              0.0146,            0.002915,                   0,           0.0066257,           0.0066257,           0.0066257
                 137,            0.028636,             0.01094,                   0,             0.89995,                   1,             0.97313,             0.69596,             0.01268,           0.0032156,                   0,           0.0065843,           0.0065843,           0.0065843
                 138,            0.031262,            0.011978,                   0,             0.89999,             0.99993,             0.97315,             0.70694,             0.01172,           0.0030251,                   0,           0.0065429,           0.0065429,           0.0065429
                 139,            0.025518,           0.0098506,                   0,                   1,             0.77746,             0.92115,             0.73704,           0.0097953,           0.0033792,                   0,           0.0065013,           0.0065013,           0.0065013
                 140,             0.02212,           0.0098025,                   0,                   1,             0.77708,             0.87642,             0.71856,           0.0099567,           0.0038504,                   0,           0.0064597,           0.0064597,           0.0064597
                 141,            0.022587,            0.013647,                   0,                   1,             0.77737,             0.88592,             0.77586,            0.010682,           0.0037852,                   0,           0.0064181,           0.0064181,           0.0064181
                 142,             0.02121,           0.0087926,                   0,             0.99972,             0.77778,             0.90475,             0.73971,            0.012625,           0.0036869,                   0,           0.0063764,           0.0063764,           0.0063764
                 143,            0.022712,           0.0091904,                   0,                   1,             0.77722,             0.89167,             0.70142,           0.0097688,            0.003802,                   0,           0.0063347,           0.0063347,           0.0063347
                 144,            0.022704,           0.0091274,                   0,             0.99855,             0.77778,             0.89169,             0.77647,           0.0090134,           0.0040578,                   0,            0.006293,            0.006293,            0.006293
                 145,            0.018004,           0.0094737,                   0,                   1,              0.7768,             0.87973,             0.79304,           0.0080478,           0.0040367,                   0,           0.0062512,           0.0062512,           0.0062512
                 146,            0.021722,            0.010872,                   0,             0.99833,             0.77778,             0.87973,              0.7828,           0.0086638,           0.0043697,                   0,           0.0062093,           0.0062093,           0.0062093
                 147,            0.021694,            0.010238,                   0,              0.9979,             0.77778,             0.85733,             0.65663,            0.012812,           0.0052884,                   0,           0.0061675,           0.0061675,           0.0061675
                 148,            0.021842,           0.0082103,                   0,             0.99862,             0.77778,             0.83666,             0.67703,            0.014768,           0.0055821,                   0,           0.0061256,           0.0061256,           0.0061256
                 149,            0.022343,            0.008279,                   0,             0.99934,             0.77778,             0.82514,              0.7475,            0.009818,            0.005309,                   0,           0.0060838,           0.0060838,           0.0060838
                 150,            0.019444,           0.0088276,                   0,             0.99974,             0.77778,             0.82738,             0.75153,           0.0093359,           0.0052095,                   0,           0.0060419,           0.0060419,           0.0060419
                 151,            0.018253,           0.0096453,                   0,             0.99996,             0.88889,              0.8855,             0.80596,           0.0096914,           0.0035203,                   0,               0.006,               0.006,               0.006
                 152,            0.021762,            0.011404,                   0,             0.99995,             0.88889,             0.88568,             0.82129,           0.0091242,           0.0030428,                   0,           0.0059581,           0.0059581,           0.0059581
                 153,             0.01887,           0.0097338,                   0,             0.99988,             0.88889,             0.88573,             0.78278,             0.01288,           0.0033157,                   0,           0.0059162,           0.0059162,           0.0059162
                 154,            0.022378,           0.0094192,                   0,             0.99997,             0.88889,              0.8857,             0.77807,             0.01238,            0.003391,                   0,           0.0058744,           0.0058744,           0.0058744
                 155,            0.020772,            0.011041,                   0,             0.99992,             0.88889,             0.88564,             0.72949,            0.011966,            0.003605,                   0,           0.0058325,           0.0058325,           0.0058325
                 156,             0.01943,           0.0093777,                   0,             0.99977,             0.88889,             0.88564,             0.75842,            0.010829,           0.0036903,                   0,           0.0057907,           0.0057907,           0.0057907
                 157,            0.019534,           0.0094319,                   0,             0.99985,             0.88889,             0.88573,             0.68568,            0.012284,           0.0035321,                   0,           0.0057488,           0.0057488,           0.0057488
                 158,            0.020407,           0.0091831,                   0,             0.99994,             0.88889,             0.88568,             0.68194,            0.015517,           0.0037254,                   0,            0.005707,            0.005707,            0.005707
                 159,            0.024339,           0.0097172,                   0,              0.9999,             0.88889,             0.88588,             0.77211,            0.012943,           0.0034577,                   0,           0.0056653,           0.0056653,           0.0056653
                 160,            0.020468,           0.0095813,                   0,             0.99997,             0.88889,             0.88606,             0.80055,            0.009318,           0.0034665,                   0,           0.0056236,           0.0056236,           0.0056236
                 161,            0.019719,           0.0087813,                   0,             0.99993,             0.88889,             0.88603,             0.81243,           0.0089301,           0.0035102,                   0,           0.0055819,           0.0055819,           0.0055819
                 162,            0.018209,            0.010659,                   0,             0.99996,             0.88889,             0.88608,             0.80763,           0.0089432,            0.003507,                   0,           0.0055403,           0.0055403,           0.0055403
                 163,            0.017644,           0.0080074,                   0,             0.99992,             0.88889,             0.88603,              0.8003,           0.0093769,           0.0032663,                   0,           0.0054987,           0.0054987,           0.0054987
                 164,             0.02115,           0.0080385,                   0,             0.99981,             0.88889,             0.96806,             0.69947,            0.012447,           0.0033301,                   0,           0.0054571,           0.0054571,           0.0054571
                 165,            0.019568,            0.010094,                   0,             0.99994,             0.88889,             0.96164,             0.81285,           0.0084242,           0.0028684,                   0,           0.0054157,           0.0054157,           0.0054157
                 166,            0.019356,           0.0095935,                   0,             0.99977,             0.88889,             0.96793,             0.81548,            0.010826,           0.0028664,                   0,           0.0053743,           0.0053743,           0.0053743
                 167,            0.021987,            0.011117,                   0,                   1,             0.99999,             0.99546,             0.82054,            0.011195,           0.0026777,                   0,           0.0053329,           0.0053329,           0.0053329
                 168,            0.021187,           0.0092244,                   0,                   1,                   1,             0.99551,             0.82987,           0.0094592,           0.0023815,                   0,           0.0052917,           0.0052917,           0.0052917
