,CNT,TIME,TIME_TICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,USER,IMGID,FPOGXp,FPOGYp
63,92523,1522.32678,975971967343,0.27305,0.17407,1521.96545,0.36133,2680,1,0.21798,0.28117,1,0.28281,0.08687,1,0.37259,0.36015,27.57886,1.0,1,0.77248,0.42104,27.82923,1.0,1,0,IMG22.PNG,103.27563636363637,99.31607272727273
64,92524,1522.34326,975972132166,0.2721,0.17448,1521.96545,0.37781,2680,1,0.21798,0.28117,1,0.28281,0.08687,1,0.37299,0.36001,27.49463,1.0,1,0.7729,0.42083,27.64259,1.0,1,0,IMG22.PNG,102.39127272727272,99.69774545454544
65,92525,1522.35962,975972295324,0.27098,0.17291,1521.96545,0.39417,2680,1,0.24177,0.1589,1,0.24626,0.11139,1,0.37365,0.35996,27.72662,1.0,1,0.7736,0.42113,27.85161,1.0,1,0,IMG22.PNG,101.34865454545454,98.23621818181819
66,92526,1522.37622,975972460749,0.27163,0.17239,1521.96545,0.41077,2680,1,0.30017,0.17266,1,0.27579,0.1463,1,0.37388,0.36002,27.55452,1.0,1,0.77371,0.42131,27.71005,1.0,1,0,IMG22.PNG,101.95374545454543,97.75214545454544
67,92527,1522.3927,975972625510,0.27224,0.17191,1521.96545,0.42725,2680,1,0.30017,0.17266,1,0.27579,0.1463,1,0.37422,0.36003,27.5765,1.0,1,0.77406,0.42147,27.92346,1.0,1,0,IMG22.PNG,102.52159999999998,97.30530909090909
68,92528,1522.40906,975972789115,0.27266,0.17229,1521.96545,0.4436,2680,1,0.25117,0.29538,1,0.31674,0.06935,1,0.37432,0.36002,27.51015,1.0,1,0.77436,0.42185,27.78658,1.0,1,0,IMG22.PNG,102.91258181818182,97.65905454545454
69,92529,1522.42529,975972952272,0.27367,0.17386,1521.96545,0.45984,2680,1,0.26325,0.32834,1,0.34087,0.10734,1,0.37433,0.36017,27.58528,1.0,1,0.77443,0.42191,27.75611,1.0,1,0,IMG22.PNG,103.85280000000002,99.1205818181818
70,92530,1522.44177,975973117128,0.27462,0.17532,1521.96545,0.47632,2680,1,0.26325,0.32834,1,0.34087,0.10734,1,0.37451,0.36045,27.74212,1.0,1,0.77449,0.42208,27.84317,1.0,1,0,IMG22.PNG,104.7371636363636,100.47970909090908
71,92531,1522.45825,975973281156,0.27324,0.17598,1521.96545,0.4928,2680,1,0.19456,0.3073,1,0.26954,0.0842,1,0.37459,0.36033,27.70445,1.0,1,0.77461,0.42201,27.88296,1.0,1,0,IMG22.PNG,103.45250909090906,101.09410909090909
72,92532,1522.47473,975973445963,0.27332,0.17631,1521.96545,0.50928,2680,1,0.18906,0.30055,1,0.36216,0.07227,1,0.37466,0.36013,27.77133,1.0,1,0.77454,0.422,27.89554,1.0,1,0,IMG22.PNG,103.52698181818182,101.40130909090908
73,92533,1522.49121,975973610878,0.27339,0.17661,1521.96545,0.52576,2680,1,0.18906,0.30055,1,0.36216,0.07227,1,0.37469,0.36003,27.8073,1.0,1,0.77456,0.42171,27.65881,1.0,1,0,IMG22.PNG,103.59214545454547,101.6805818181818
74,92534,1522.50757,975973775069,0.27166,0.17611,1521.96545,0.54211,2680,1,0.16429,0.25358,1,0.26512,0.06524,1,0.37461,0.35977,27.6709,1.0,1,0.77451,0.42165,27.78211,1.0,1,0,IMG22.PNG,101.98167272727274,101.21512727272726
75,92535,1522.52405,975973939286,0.27116,0.17541,1521.96545,0.55859,2680,1,0.15764,0.24054,1,0.35057,0.06246,1,0.37457,0.35951,27.82139,1.0,1,0.7745,0.42166,27.75178,1.0,1,0,IMG22.PNG,101.51621818181819,100.56349090909092
76,92536,1522.54041,975974103178,0.27069,0.17474,1521.96545,0.57495,2680,1,0.15764,0.24054,1,0.35057,0.06246,1,0.37454,0.35946,27.76855,1.0,1,0.77431,0.42168,27.89026,1.0,1,0,IMG22.PNG,101.0786909090909,99.93978181818181
77,92537,1522.55688,975974267979,0.27168,0.17436,1521.96545,0.59143,2680,1,0.34526,0.18768,1,0.26976,0.13328,1,0.37431,0.35924,27.87407,1.0,1,0.77415,0.42138,27.93871,1.0,1,0,IMG22.PNG,102.00029090909088,99.58603636363634
78,92538,1522.57324,975974431129,0.273,0.17292,1521.96545,0.60779,2680,1,0.39681,0.13551,1,0.24684,0.10403,1,0.37418,0.35905,28.00601,1.0,1,0.77386,0.42115,28.0031,1.0,1,0,IMG22.PNG,103.22909090909091,98.24552727272726
79,92539,1522.58972,975974596571,0.27425,0.17156,1521.96545,0.62427,2680,1,0.39681,0.13551,1,0.24684,0.10403,1,0.37406,0.35886,28.05036,1.0,1,0.77365,0.42095,27.99795,1.0,1,0,IMG22.PNG,104.39272727272726,96.9794909090909
80,92540,1522.60608,975974759892,0.27303,0.17071,1521.96545,0.64062,2680,1,0.22241,0.22415,1,0.22806,0.05154,1,0.37359,0.35849,28.06941,1.0,1,0.77312,0.42071,28.09081,1.0,1,0,IMG22.PNG,103.25701818181817,96.18821818181817
81,92541,1522.62256,975974924060,0.27313,0.16968,1521.96545,0.6571,2680,1,0.27279,0.207,1,0.28131,0.04965,1,0.37338,0.35822,28.06453,1.0,1,0.7728,0.42066,28.25789,1.0,1,0,IMG22.PNG,103.35010909090907,95.2293818181818
82,92542,1522.63892,975975088577,0.27322,0.1687,1521.96545,0.67346,2680,1,0.27279,0.207,1,0.28131,0.04965,1,0.37319,0.35798,28.23798,1.0,1,0.77257,0.42059,28.04729,1.0,1,0,IMG22.PNG,103.43389090909092,94.3170909090909
83,92543,1522.6554,975975252581,0.27352,0.16807,1521.96545,0.68994,2680,1,0.28953,0.16042,1,0.28252,0.12349,1,0.37268,0.35809,28.17742,1.0,1,0.77207,0.4203,28.15658,1.0,1,0,IMG22.PNG,103.71316363636362,93.73061818181817
84,92544,1522.67188,975975417163,0.2747,0.16847,1521.96545,0.70642,2680,1,0.24839,0.16456,1,0.4031,0.20623,1,0.37258,0.35807,28.34888,1.0,1,0.77179,0.42013,28.24168,1.0,1,0,IMG22.PNG,104.81163636363635,94.10298181818182
85,92545,1522.68835,975975582769,0.27584,0.16884,1521.96545,0.7229,2680,1,0.24839,0.16456,1,0.4031,0.20623,1,0.37232,0.35784,28.36135,1.0,1,0.77154,0.41997,28.38923,1.0,1,0,IMG22.PNG,105.87287272727269,94.44741818181816
86,92546,1522.70471,975975745891,0.27599,0.1688,1521.96545,0.73926,2680,1,0.2704,0.14403,1,0.29561,0.1899,1,0.37189,0.35777,28.37276,1.0,1,0.77104,0.41975,28.33908,1.0,1,0,IMG22.PNG,106.01250909090909,94.41018181818181
87,92547,1522.72119,975975910410,0.27543,0.1686,1521.96545,0.75574,2680,1,0.22989,0.15299,1,0.26922,0.16573,1,0.37177,0.35778,28.36757,1.0,1,0.77075,0.41953,28.39924,1.0,1,0,IMG22.PNG,105.49119999999999,94.22399999999999
88,92548,1522.73755,975976074119,0.27489,0.16841,1521.96545,0.77209,2680,1,0.22989,0.15299,1,0.26922,0.16573,1,0.37162,0.35768,28.54033,1.0,1,0.77058,0.41972,28.41437,1.0,1,0,IMG22.PNG,104.9885090909091,94.04712727272727
89,92549,1522.75391,975976238543,0.27456,0.16626,1521.96545,0.78845,2680,1,0.21126,0.15464,1,0.35606,0.04783,1,0.37159,0.35764,28.48821,1.0,1,0.77051,0.4197,28.50492,1.0,1,0,IMG22.PNG,104.68130909090911,92.04567272727272
90,92550,1522.77039,975976403344,0.27511,0.16574,1521.96545,0.80493,2680,1,0.24997,0.12892,1,0.36046,0.17098,1,0.37167,0.35753,28.63893,1.0,1,0.77058,0.41954,28.51492,1.0,1,0,IMG22.PNG,105.1933090909091,91.56159999999998
91,92551,1522.78687,975976567522,0.27566,0.16522,1521.96545,0.82141,2680,1,0.24997,0.12892,1,0.36046,0.17098,1,0.37178,0.35738,28.58861,1.0,1,0.77058,0.41954,28.51492,1.0,1,0,IMG22.PNG,105.7053090909091,91.07752727272727
92,92552,1522.80334,975976731924,0.2754,0.1639,1521.96545,0.83789,2680,1,0.24254,0.17107,1,0.33731,0.1586,1,0.37227,0.35699,28.63465,1.0,1,0.77113,0.41966,28.75245,1.0,1,0,IMG22.PNG,105.4632727272727,89.84872727272726
93,92553,1522.81982,975976896970,0.27536,0.16412,1521.96545,0.85437,2680,1,0.28118,0.26719,1,0.40717,0.04599,1,0.3726,0.3569,28.68278,1.0,1,0.77137,0.41967,28.67406,1.0,1,0,IMG22.PNG,105.42603636363634,90.05352727272725
107,92567,1523.04968,975979196069,0.26428,0.17641,1522.83618,0.2135,2681,1,0.28508,0.26983,1,0.2664,0.10779,1,0.37859,0.35673,29.25068,1.0,1,0.77728,0.42111,29.10176,1.0,1,0,IMG22.PNG,95.11156363636364,101.4944
108,92568,1523.06604,975979359614,0.26187,0.17527,1522.83618,0.22986,2681,1,0.22618,0.22435,1,0.23019,0.09439,1,0.37884,0.35651,29.40367,1.0,1,0.77743,0.42117,29.3329,1.0,1,0,IMG22.PNG,92.86807272727272,100.43316363636363
109,92569,1523.08252,975979524327,0.25976,0.17428,1522.83618,0.24634,2681,1,0.22618,0.22435,1,0.23019,0.09439,1,0.37904,0.35626,29.22926,1.0,1,0.77765,0.42119,29.2802,1.0,1,0,IMG22.PNG,90.90385454545454,99.51156363636362
110,92570,1523.099,975979688572,0.26026,0.19743,1522.83618,0.26282,2681,1,0.30413,0.65831,1,0.23213,0.47744,1,0.37928,0.35843,25.85026,1.0,1,0.77826,0.42244,27.12489,1.0,1,0,IMG22.PNG,91.36930909090907,121.06210909090908
111,92571,1523.11548,975979853380,0.26026,0.19743,1522.83618,0.2793,2681,1,0.30413,0.65831,0,0.23213,0.47744,0,0.37928,0.35843,25.85026,1.0,0,0.77826,0.42244,27.12489,1.0,0,0,IMG22.PNG,91.36930909090907,121.06210909090908
112,92572,1523.13196,975980017988,0.26026,0.19743,1522.83618,0.29578,2681,1,0.30413,0.65831,0,0.23213,0.47744,0,0.37928,0.35843,25.85026,1.0,0,0.77826,0.42244,27.12489,1.0,0,0,IMG22.PNG,91.36930909090907,121.06210909090908
113,92573,1523.14819,975980181212,0.26026,0.19743,1522.83618,0.31201,2681,1,0.30413,0.65831,0,0.23213,0.47744,0,0.37928,0.35843,25.85026,1.0,0,0.77826,0.42244,27.12489,1.0,0,0,IMG22.PNG,91.36930909090907,121.06210909090908
145,92605,1523.67407,975985439911,0.24708,0.13911,1523.46033,0.21375,2682,1,0.25343,0.22031,1,0.21448,0.06774,1,0.37981,0.35603,31.02022,1.0,1,0.7786,0.42081,30.70038,1.0,1,0,IMG22.PNG,79.09992727272726,66.77149090909091
146,92606,1523.69043,975985603141,0.24521,0.1393,1523.46033,0.2301,2682,1,0.18456,0.21938,1,0.2535,0.06445,1,0.37949,0.3563,31.00026,1.0,1,0.77842,0.42107,30.72443,1.0,1,0,IMG22.PNG,77.35912727272728,66.94836363636364
147,92607,1523.70691,975985768441,0.24931,0.14037,1523.46033,0.24658,2682,1,0.29683,0.2017,1,0.32459,0.11135,1,0.37956,0.35615,31.01457,1.0,1,0.77842,0.42109,30.74449,1.0,1,0,IMG22.PNG,81.17585454545454,67.94443636363636
148,92608,1523.72327,975985931526,0.25292,0.14132,1523.46033,0.26294,2682,1,0.29683,0.2017,1,0.32459,0.11135,1,0.37954,0.35614,30.95067,1.0,1,0.77842,0.4211,30.74269,1.0,1,0,IMG22.PNG,84.53643636363634,68.8288
149,92609,1523.73975,975986096344,0.25454,0.141,1523.46033,0.27942,2682,1,0.17981,0.17254,1,0.38444,0.0985,1,0.37988,0.35592,30.93454,1.0,1,0.77865,0.42116,30.81644,1.0,1,0,IMG22.PNG,86.04450909090907,68.53090909090908
150,92610,1523.75623,975986261120,0.2581,0.1348,1523.46033,0.2959,2682,1,0.31268,0.04357,1,0.33145,0.0027,1,0.38017,0.35579,31.08078,1.0,1,0.77883,0.42108,30.80396,1.0,1,0,IMG22.PNG,89.35854545454545,62.75927272727272
151,92611,1523.77258,975986424535,0.26129,0.12921,1523.46033,0.31226,2682,1,0.31268,0.04357,1,0.33145,0.0027,1,0.38035,0.35553,31.14292,1.0,1,0.77907,0.42096,30.66676,1.0,1,0,IMG22.PNG,92.32814545454546,57.5554909090909
152,92612,1523.78906,975986589162,0.26233,0.13024,1523.46033,0.32874,2682,1,0.23595,0.19883,1,0.32995,0.10286,1,0.38092,0.3552,31.04409,1.0,1,0.7797,0.42113,30.71785,1.0,1,0,IMG22.PNG,93.29629090909091,58.514327272727265
153,92613,1523.80554,975986754354,0.26583,0.12969,1523.46033,0.34521,2682,1,0.30375,0.2185,1,0.37514,0.01746,1,0.3812,0.35517,31.23517,1.0,1,0.77989,0.4212,30.87008,1.0,1,0,IMG22.PNG,96.55447272727272,58.00232727272727
154,92614,1523.8219,975986918071,0.26903,0.12918,1523.46033,0.36157,2682,1,0.30375,0.2185,1,0.37514,0.01746,1,0.38133,0.35518,31.2502,1.0,1,0.78001,0.42122,30.77812,1.0,1,0,IMG22.PNG,99.53338181818181,57.527563636363624
155,92615,1523.83838,975987082282,0.27118,0.12929,1523.46033,0.37805,2682,1,0.23058,0.23074,1,0.41081,0.0329,1,0.38163,0.35525,30.99652,1.0,1,0.78026,0.42152,30.76993,1.0,1,0,IMG22.PNG,101.53483636363633,57.62996363636362
169,92629,1524.06836,975989382295,0.27962,0.13979,1523.85474,0.21362,2683,1,0.15161,0.16787,1,0.36262,0.00902,1,0.38321,0.35455,30.75201,1.0,1,0.78182,0.42122,30.44774,1.0,1,0,IMG22.PNG,109.39170909090906,67.40450909090909
170,92630,1524.08472,975989545890,0.27837,0.14154,1523.85474,0.22998,2683,1,0.21426,0.18038,1,0.30767,0.15178,1,0.38343,0.35464,30.69069,1.0,1,0.7822,0.4214,30.54479,1.0,1,0,IMG22.PNG,108.22807272727272,69.03359999999999
171,92631,1524.1012,975989710874,0.278,0.14249,1523.85474,0.24646,2683,1,0.22112,0.17306,1,0.32351,0.14062,1,0.3836,0.35472,30.72132,1.0,1,0.78224,0.42151,30.53964,1.0,1,0,IMG22.PNG,107.88363636363638,69.91796363636364
172,92632,1524.11755,975989875019,0.27766,0.14334,1523.85474,0.26282,2683,1,0.22112,0.17306,1,0.32351,0.14062,1,0.38361,0.35474,30.75809,1.0,1,0.78238,0.4216,30.45428,1.0,1,0,IMG22.PNG,107.56712727272728,70.70923636363635
173,92633,1524.13403,975990039590,0.28017,0.14404,1523.85474,0.2793,2683,1,0.26143,0.17019,1,0.3842,0.14162,1,0.38381,0.35469,30.81297,1.0,1,0.78256,0.42155,30.3816,1.0,1,0,IMG22.PNG,109.90370909090906,71.36087272727272
174,92634,1524.15039,975990203251,0.28035,0.14683,1523.85474,0.29565,2683,1,0.26472,0.259,1,0.30243,0.13534,1,0.38403,0.35464,30.80245,1.0,1,0.78262,0.4215,30.33771,1.0,1,0,IMG22.PNG,110.07127272727271,73.95810909090908
175,92635,1524.16687,975990368158,0.28051,0.14935,1523.85474,0.31213,2683,1,0.26472,0.259,1,0.30243,0.13534,1,0.38412,0.35463,30.73517,1.0,1,0.78276,0.42156,30.35239,1.0,1,0,IMG22.PNG,110.22021818181815,76.304
176,92636,1524.18323,975990530878,0.27979,0.15261,1523.85474,0.32849,2683,1,0.29545,0.2765,1,0.23533,0.159,1,0.38423,0.35479,30.65677,1.0,1,0.78299,0.42147,30.33343,1.0,1,0,IMG22.PNG,109.54996363636361,79.33876363636362
177,92637,1524.19971,975990696410,0.28135,0.15225,1523.85474,0.34497,2683,1,0.30987,0.15716,1,0.31831,0.13229,1,0.38419,0.35469,30.80215,1.0,1,0.78298,0.42153,30.32632,1.0,1,0,IMG22.PNG,111.0021818181818,79.00363636363636
178,92638,1524.21619,975990861031,0.28277,0.15192,1523.85474,0.36145,2683,1,0.30987,0.15716,1,0.31831,0.13229,1,0.38422,0.35463,30.77205,1.0,1,0.78297,0.42155,30.34924,1.0,1,0,IMG22.PNG,112.32407272727274,78.69643636363635
179,92639,1524.23267,975991025969,0.28017,0.15243,1523.85474,0.37793,2683,1,0.20542,0.21403,1,0.23525,0.11419,1,0.38412,0.35423,30.8804,1.0,1,0.78297,0.42137,30.47837,1.0,1,0,IMG22.PNG,109.90370909090906,79.1712
180,92640,1524.24902,975991188721,0.27784,0.15256,1523.85474,0.39429,2683,1,0.20546,0.20013,1,0.23843,0.11114,1,0.38403,0.354,30.80598,1.0,1,0.78292,0.42128,30.50348,1.0,1,0,IMG22.PNG,107.73469090909087,79.29221818181817
181,92641,1524.2655,975991354382,0.27569,0.15268,1523.85474,0.41077,2683,1,0.20546,0.20013,1,0.23843,0.11114,1,0.38402,0.35393,30.75181,1.0,1,0.78293,0.42115,30.53784,1.0,1,0,IMG22.PNG,105.73323636363635,79.40392727272727
182,92642,1524.28198,975991518605,0.27562,0.15313,1523.85474,0.42725,2683,1,0.25514,0.21904,1,0.29222,0.1111,1,0.38392,0.35401,30.75056,1.0,1,0.78269,0.42126,30.50028,1.0,1,0,IMG22.PNG,105.6680727272727,79.82283636363634
183,92643,1524.29846,975991683574,0.27469,0.15271,1523.85474,0.44373,2683,1,0.22757,0.14481,1,0.27165,0.1376,1,0.38374,0.35434,30.6999,1.0,1,0.7825,0.42146,30.53993,1.0,1,0,IMG22.PNG,104.80232727272725,79.43185454545456
184,92644,1524.3147,975991846169,0.27382,0.15231,1523.85474,0.45996,2683,1,0.22757,0.14481,1,0.27165,0.1376,1,0.38365,0.35458,30.83882,1.0,1,0.78247,0.42151,30.52879,1.0,1,0,IMG22.PNG,103.99243636363636,79.0594909090909
185,92645,1524.33118,975992010642,0.27266,0.15155,1523.85474,0.47644,2683,1,0.17651,0.19694,1,0.30121,0.06203,1,0.38333,0.35478,30.86967,1.0,1,0.78218,0.42184,30.40909,1.0,1,0,IMG22.PNG,102.91258181818182,78.35199999999999
186,92646,1524.34753,975992174265,0.27263,0.15055,1523.85474,0.4928,2683,1,0.16798,0.17677,1,0.37533,0.06412,1,0.38327,0.35474,30.85685,1.0,1,0.78201,0.42177,30.50409,1.0,1,0,IMG22.PNG,102.88465454545452,77.42109090909089
187,92647,1524.36401,975992338764,0.2726,0.14961,1523.85474,0.50928,2683,1,0.16798,0.17677,1,0.37533,0.06412,1,0.38292,0.35487,30.71325,1.0,1,0.78192,0.42169,30.50776,1.0,1,0,IMG22.PNG,102.85672727272727,76.54603636363635
188,92648,1524.38049,975992503695,0.27213,0.14984,1523.85474,0.52576,2683,1,0.27495,0.18959,1,0.23952,0.12524,1,0.38267,0.3549,30.71361,1.0,1,0.78165,0.42138,30.41826,1.0,1,0,IMG22.PNG,102.41919999999998,76.76014545454545
189,92649,1524.39685,975992667707,0.27216,0.14996,1523.85474,0.54211,2683,1,0.25254,0.18643,1,0.29362,0.12143,1,0.38257,0.35488,30.92435,1.0,1,0.78147,0.4214,30.36802,1.0,1,0,IMG22.PNG,102.44712727272727,76.87185454545455
190,92650,1524.41333,975992832783,0.27218,0.15008,1523.85474,0.55859,2683,1,0.25254,0.18643,1,0.29362,0.12143,1,0.38237,0.35494,30.87444,1.0,1,0.78119,0.42135,30.56214,1.0,1,0,IMG22.PNG,102.46574545454543,76.98356363636363
191,92651,1524.42969,975992995852,0.27154,0.15166,1523.85474,0.57495,2683,1,0.1857,0.21753,1,0.31248,0.19677,1,0.38202,0.35483,30.9504,1.0,1,0.78096,0.42103,30.5259,1.0,1,0,IMG22.PNG,101.86996363636364,78.45439999999998
192,92652,1524.44617,975993160713,0.27008,0.15313,1523.85474,0.59143,2683,1,0.14457,0.20594,1,0.29022,0.20601,1,0.38191,0.35489,30.96863,1.0,1,0.78086,0.42099,30.37218,1.0,1,0,IMG22.PNG,100.51083636363634,79.82283636363634
193,92653,1524.46252,975993324802,0.26869,0.15452,1523.85474,0.60779,2683,1,0.14457,0.20594,1,0.29022,0.20601,1,0.38187,0.35506,30.90802,1.0,1,0.78064,0.42103,30.3897,1.0,1,0,IMG22.PNG,99.2168727272727,81.11679999999998
194,92654,1524.479,975993489082,0.26867,0.15555,1523.85474,0.62427,2683,1,0.2842,0.18967,1,0.25131,0.19959,1,0.38141,0.35484,30.89866,1.0,1,0.78042,0.42118,30.44501,1.0,1,0,IMG22.PNG,99.19825454545456,82.07563636363635
195,92655,1524.49536,975993653099,0.26943,0.15646,1523.85474,0.64062,2683,1,0.27851,0.17539,1,0.31947,0.20897,1,0.38132,0.35489,30.85586,1.0,1,0.78038,0.42111,30.60711,1.0,1,0,IMG22.PNG,99.90574545454545,82.92276363636361
196,92656,1524.51184,975993817908,0.27015,0.15734,1523.85474,0.6571,2683,1,0.27851,0.17539,1,0.31947,0.20897,1,0.38128,0.3549,30.874,1.0,1,0.78021,0.42116,30.62051,1.0,1,0,IMG22.PNG,100.576,83.74196363636364
197,92657,1524.5282,975993981538,0.26954,0.15727,1523.85474,0.67346,2683,1,0.26681,0.2003,1,0.22227,0.10882,1,0.38121,0.355,30.82214,1.0,1,0.78016,0.42121,30.58608,1.0,1,0,IMG22.PNG,100.00814545454544,83.67679999999999
198,92658,1524.5448,975994147102,0.26884,0.1573,1523.85474,0.69006,2683,1,0.25624,0.20529,1,0.223,0.11162,1,0.38118,0.35501,30.81327,1.0,1,0.78015,0.42121,30.58878,1.0,1,0,IMG22.PNG,99.3565090909091,83.70472727272727
199,92659,1524.56116,975994311088,0.26818,0.15732,1523.85474,0.70642,2683,1,0.25624,0.20529,1,0.223,0.11162,1,0.38115,0.35504,30.82133,1.0,1,0.78011,0.4212,30.59409,1.0,1,0,IMG22.PNG,98.74210909090905,83.72334545454544
200,92660,1524.57776,975994476498,0.26721,0.15667,1523.85474,0.72302,2683,1,0.2337,0.12919,1,0.21554,0.12643,1,0.38102,0.35526,30.92419,1.0,1,0.78,0.42142,30.62169,1.0,1,0,IMG22.PNG,97.83912727272727,83.11825454545455
