CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
88425	1455.00098	975298708543	2.31458	-4.61653	1454.54126	0.21350	2550	0	3.67031	1.18457	0	2.26592	-4.57926	1	2.26592	-4.57926	1	0.38624	0.52571	21.65730	1.00000	0	0.77725	0.57449	20.01169	1.00000	1	0.05710	0.01830	0.80678	0.00662	1	0.00000	0.00000	0.00000	0.00712	0	0.28750	0.28148	0	0
88426	1455.01746	975298873544	2.25611	-4.57024	1454.54126	0.21350	2550	0	3.67031	1.18457	0	2.26592	-4.57926	1	2.26592	-4.57926	1	0.38624	0.52571	21.65730	1.00000	0	0.77691	0.57350	20.86433	1.00000	1	0.05710	0.01830	0.80678	0.00662	1	0.05303	-0.00223	0.69848	0.00710	1	0.28750	0.28148	0	0
88427	1455.03406	975299039443	2.30078	-4.61961	1454.54126	0.21350	2550	0	3.67031	1.18457	0	2.34545	-4.66898	1	2.34545	-4.66898	1	0.38624	0.52571	21.65730	1.00000	0	0.77779	0.57408	19.75610	1.00000	1	0.05710	0.01830	0.80678	0.00662	1	0.05303	-0.00223	0.69848	0.00717	1	0.28750	0.28148	0	0
88428	1455.05042	975299203084	2.36764	-4.72939	1454.54126	0.21350	2550	0	3.67031	1.18457	0	2.50134	-4.94896	1	2.50134	-4.94896	1	0.38624	0.52571	21.65730	1.00000	0	0.77803	0.57400	20.17746	1.00000	1	0.05710	0.01830	0.80678	0.00662	1	0.05303	-0.00223	0.69848	0.00751	1	0.28750	0.28148	0	0
88429	1455.06677	975299366385	2.42340	-4.80897	1454.54126	0.21350	2550	0	3.67031	1.18457	0	2.50134	-4.94896	0	2.50134	-4.94896	0	0.38624	0.52571	21.65730	1.00000	0	0.77803	0.57400	20.17746	1.00000	0	0.05710	0.01830	0.80678	0.00662	1	0.05303	-0.00223	0.69848	0.00751	1	0.28750	0.28148	0	0
88430	1455.08325	975299531139	2.42340	-4.80897	1454.54126	0.21350	2550	0	3.67031	1.18457	0	2.50134	-4.94896	0	2.50134	-4.94896	0	0.38624	0.52571	21.65730	1.00000	0	0.77803	0.57400	20.17746	1.00000	0	0.05710	0.01830	0.80678	0.00662	1	0.05303	-0.00223	0.69848	0.00751	1	0.28750	0.28148	0	0
88431	1455.09961	975299694743	2.42340	-4.80897	1454.54126	0.21350	2550	0	3.67031	1.18457	0	2.50134	-4.94896	0	2.50134	-4.94896	0	0.38624	0.52571	21.65730	1.00000	0	0.77803	0.57400	20.17746	1.00000	0	0.05710	0.01830	0.80678	0.00662	1	0.05303	-0.00223	0.69848	0.00751	1	0.28750	0.28148	0	0
88432	1455.11597	975299859249	0.00000	0.00000	1454.54126	0.21350	2550	0	3.67031	1.18457	0	2.50134	-4.94896	0	2.50134	-4.94896	0	0.38624	0.52571	21.65730	1.00000	0	0.77803	0.57400	20.17746	1.00000	0	0.05710	0.01830	0.80678	0.00662	1	0.05303	-0.00223	0.69848	0.00751	1	0.28750	0.28148	0	0
88433	1455.13245	975300023438	0.85342	-2.03761	1454.54126	0.21350	2550	0	3.67031	1.18457	0	1.70683	-4.07521	1	1.70683	-4.07521	1	0.38624	0.52571	21.65730	1.00000	0	0.78063	0.57590	20.06007	1.00000	1	0.05710	0.01830	0.80678	0.00662	1	0.05303	-0.00223	0.69848	0.00737	1	0.28750	0.28148	0	0
88434	1455.14905	975300189297	1.44008	-2.92348	1454.54126	0.21350	2550	0	3.67031	1.18457	0	2.61340	-4.69522	1	2.61340	-4.69522	1	0.38624	0.52571	21.65730	1.00000	0	0.77975	0.57541	20.37677	1.00000	1	0.05710	0.01830	0.80678	0.00662	1	0.05303	-0.00223	0.69848	0.00717	1	0.28750	0.28148	0	0
88435	1455.16528	975300352239	2.31121	-4.48855	1454.54126	0.21350	2550	0	3.67031	1.18457	0	2.61340	-4.69522	1	2.61340	-4.69522	1	0.38624	0.52571	21.65730	1.00000	0	0.77897	0.57533	20.27012	1.00000	1	0.05710	0.01830	0.80678	0.00662	1	0.05303	-0.00223	0.69848	0.00730	1	0.28750	0.28148	0	0
88436	1455.18176	975300516247	2.31121	-4.48855	1454.54126	0.21350	2550	0	3.67031	1.18457	0	2.61340	-4.69522	0	2.61340	-4.69522	0	0.38624	0.52571	21.65730	1.00000	0	0.77897	0.57533	20.27012	1.00000	0	0.05710	0.01830	0.80678	0.00662	1	0.05303	-0.00223	0.69848	0.00730	1	0.28750	0.28148	0	0
88437	1455.19824	975300681630	2.31121	-4.48855	1454.54126	0.21350	2550	0	3.67031	1.18457	0	2.61340	-4.69522	0	2.61340	-4.69522	0	0.38624	0.52571	21.65730	1.00000	0	0.77897	0.57533	20.27012	1.00000	0	0.05710	0.01830	0.80678	0.00662	1	0.05303	-0.00223	0.69848	0.00730	1	0.28750	0.28148	0	0
88438	1455.21460	975300844985	0.00000	0.00000	1454.54126	0.21350	2550	0	3.67031	1.18457	0	2.61340	-4.69522	0	2.61340	-4.69522	0	0.38624	0.52571	21.65730	1.00000	0	0.77897	0.57533	20.27012	1.00000	0	0.05710	0.01830	0.80678	0.00662	1	0.05303	-0.00223	0.69848	0.00730	1	0.28750	0.28148	0	0
88439	1455.23108	975301010059	0.00000	0.00000	1454.54126	0.21350	2550	0	3.67031	1.18457	0	2.61340	-4.69522	0	2.61340	-4.69522	0	0.38624	0.52571	21.65730	1.00000	0	0.77897	0.57533	20.27012	1.00000	0	0.05710	0.01830	0.80678	0.00662	1	0.05303	-0.00223	0.69848	0.00730	1	0.28750	0.28148	0	0
